legajo,id_tarea
88376403,9275938
33007385,957197
28373251,190695
17469859,3715390
29321110,4412092
17562236,6717648
63094528,9802636
56846753,5765304
51013988,3010142
20867213,2820797
29078925,4625865
16059167,6441637
47090335,7177062
14790701,3465808
46886878,7523684
61586902,6188873
98849532,6195548
56724123,4090759
90645412,909633
80388856,5122373
18367313,5091091
96918395,6200826
31314014,6272074
5731444,6964900
44938599,5696491
1988030,5166336
85560439,9521544
30867137,2478374
45999144,6661258
7471904,1147639
91407507,811902
15844409,8325053
80108781,8433160
27446939,5589690
39628133,1627803
62645098,4546203
39781394,5590463
35750579,3323959
65370511,7383139
36968313,6600764
1721630,9228897
54570680,7040574
29818749,8791430
2543759,8987872
675974,1205777
75382167,5919033
74483375,5820272
93891626,7720048
52034943,5821112
52239942,2506592
62692973,6481251
71942767,1490815
46073343,206568
54720531,3557793
14483551,9302065
21408395,5765304
33105539,1356477
13309161,4599146
55206179,7322255
35254345,5836304
95511018,8990158
20735147,697616
66969166,1282312
405768,3812393
54407096,9507925
68886948,136901
86039455,4480149
42445249,8749172
27747672,8744480
2202434,531012
14485312,9790247
93369511,534454
54897823,7203900
57737928,8328551
84727794,3133730
81568413,2037138
29574224,9783959
6317726,7476129
89944180,4304295
47801787,6066617
55936913,2728988
30301257,857106
12060267,3532786
58597594,8744480
1896301,6351106
1237657,7737726
5762921,4711324
18068919,7512386
80540394,346381
3245997,534454
55286228,4546203
85320841,6725009
9459840,8292023
33947607,5768340
77725457,4934039
76618963,1227352
32753649,2833431
59251292,2991376
52060973,6908647
57137712,4038202
74034564,9590867
22231532,7869903
38075933,1641241
74556812,3580577
17719658,1636022
57522328,3530508
50939666,1684112
844091,88773
49538481,6680776
73474040,4480149
46234378,7014422
17057527,476778
11366785,6556766
75854142,3032460
17066211,8487712
99134714,7205408
14195026,9845009
84741937,156446
38084959,2169736
73619498,5798090
94523786,836756
24219723,53625
97484543,2202181
16715341,922271
19842999,6911095
12583167,5114102
29372713,4124998
78798635,499511
96831580,3325940
11627946,2980247
67486015,2604306
47840660,612533
47568093,7229948
2270555,4796626
11896773,8396520
60399552,9620875
52754592,7327793
45853176,8205483
68441193,6692459
55224346,9356363
55023469,9631416
49172193,585240
14400038,6408657
34510543,5824588
14024226,5321697
54016416,2506979
94194831,6895707
23992124,7533314
30556505,2506592
39962872,9295184
27436651,1165159
22887122,4410888
2295207,2256942
91586299,7256216
18092349,746103
23466811,5853753
42155281,2397735
67812787,534454
89635544,8066365
38201597,8398120
47575234,5812979
10364283,1121330
97072210,4504481
31471325,7203900
57717963,3156647
2886939,1936595
2601662,7200096
34695570,4404571
90052941,9687658
61946399,9884156
16358626,2693600
14784449,9284262
3254309,6506106
27792080,13916
98751022,1131304
36845086,5982865
79694645,6120962
43030169,2102565
55300118,2429058
68326054,9397622
79016324,3094160
1356910,2202850
12521183,1630193
93978946,8223677
1374892,191052
44297974,3959309
45874474,3740387
56922923,8703376
40201430,933577
23016393,8032185
41090418,6555967
14421672,5974219
88422332,697616
32397030,5122373
18373875,6785639
62312065,3427704
68629925,5827906
26565308,3066067
23599891,4893734
2727831,4922660
78050761,6760007
33402504,3188904
27458661,3689319
7629554,9998788
75814057,7156540
24873306,2015150
47477884,8290959
85858150,6299847
72713035,8471700
88605451,9590828
72905724,6573020
10281119,4516910
79535451,7979852
58344820,5315427
16608980,2760138
29149097,898054
69843911,4976690
22826530,3262315
70111510,6984442
68078445,5312173
34571562,5195559
85066719,8789062
8151221,9295184
43783185,7645432
48937451,8695954
70266763,9246547
27494916,3710350
45966898,3262315
49406752,6102016
3052488,5081658
59349214,7177062
17711650,5424168
95958712,35593
98472024,13916
59345690,3420482
4583600,1766565
33633361,7524438
15160931,1936595
71254001,6725009
80494970,5575549
16087315,4739404
55529528,9478255
94466519,5564260
12033845,4822957
61323702,4382481
88927083,5877400
81848887,6895707
80597843,3465808
67240745,9381430
8056585,8256133
78677955,7009589
6557394,5170844
67073389,1484012
81489091,3905385
86255033,2534228
70393917,1256057
48279472,1004852
59921362,4938618
26578209,7396806
52652979,6555967
71566057,532977
78316381,1117819
49499234,800746
38258944,2207816
56885487,2762081
63594605,7666014
82170468,9190110
32636083,6037779
10635945,6379795
87594866,5821112
50957656,4657497
32942040,6490409
7372187,7107046
54634004,8911916
58068041,2605464
60404692,1640084
70473458,1092382
26593212,2194625
90087422,8987872
17849558,6254772
54035950,8195575
63565365,7358039
46489954,5878484
16827314,8381017
25755558,5400113
4960920,6960825
8904757,2403483
20443447,9980771
89895414,7033052
50082718,1154230
79469325,6457819
19531022,8955329
57715409,4229688
32442033,1781143
1503834,9059199
85668715,2188472
39528759,7191262
18454500,3205278
21677099,9657505
17382564,8499619
54148531,406302
65107078,5387315
17090414,6108295
96328589,2616359
23065637,9515327
64501880,2085955
59005615,7229948
18136457,784098
7975674,6223608
10173368,1481738
69682048,5091091
95275436,9301813
12509142,4158137
62520380,8253473
7542516,702507
5096949,8225749
45392499,6408657
31206080,6334610
71922483,3050917
2363533,1936595
91359914,9134312
60180289,6887030
79351938,2598852
60144359,6521240
72102181,6241584
18550998,9259491
85676422,7719245
25552839,2397735
29420740,1345618
31992509,9023322
47033757,9515327
14517577,909191
12829073,4074641
95212261,8177950
20581166,6240662
70760705,6832049
80952985,4750361
63076879,5323676
68565760,4560348
32993020,807309
20403726,523311
68739256,939193
42593942,2163123
45561396,3193247
95938830,198173
57565337,2982861
36052472,5350385
52995142,5395229
26068337,9715172
96382606,6057605
31682827,5335119
1976288,619301
23095907,2403483
68405081,1050707
68109579,9295184
35141757,4049876
83781857,1205777
94562429,879782
362938,735887
95201803,6074182
40511278,1020770
37767732,6210092
53209859,8470566
79748238,8646496
37666581,9069156
85973661,1425626
866656,9970758
96537887,1525183
78361689,4801796
27304401,3806135
89061824,8205483
72881403,499189
70249693,5792148
47955976,7642900
42575293,8911916
87335826,4599146
21089332,9271735
44051650,3913224
30141450,9355606
60961467,5637370
82150001,8646496
43834702,3207225
28474760,6490409
50910396,3128563
43480261,7813124
60796898,1456175
25973487,20351
12864594,706552
74319547,3083798
64462919,3188904
76909735,5182776
89635681,3233631
52322724,4796262
60282362,9631416
17646014,4153103
51184886,9832231
17223401,2034480
17444501,3837666
78925736,1652946
38282673,9475395
18915062,2815746
52396681,4657497
12277384,612533
84532229,5637370
36833582,3412085
79559979,9288309
53291307,2273427
6161755,9948624
72809621,6521240
49091494,7514621
34620662,1050707
4566729,5386062
74587494,3010142
16018970,4354676
67702962,5107677
77249154,8032185
15484009,7721672
8142017,6136916
17230814,9566625
67176148,1425626
36785179,4639559
91035171,5137168
89668476,8281250
94201319,207011
80407741,5619899
83061783,9568407
46759694,5122373
83378552,7062354
19728392,3818688
39201920,9143534
81256698,7941932
55669255,7921716
29212847,317181
98190693,6027090
22629013,2478374
34461912,5237376
33012523,7156545
76151760,4796626
94538626,2009707
62640594,238408
62821065,1781143
82347916,5792399
54270331,7222668
19773488,2389729
91904469,3243976
86073895,6932075
70595929,7476129
47470238,7591814
35697927,519246
49634834,9295184
50294600,6213962
47801030,5675321
78120807,1057578
81024209,9865907
4649053,1922320
24013572,9257751
25143085,2188472
97791004,2823048
90355982,8340743
30668309,475330
98457137,4983006
1086251,4301116
59336754,26170
73063161,143738
75819334,5350385
47602094,6189538
31606880,6090044
93128532,6936032
98307148,1636022
56330310,7198242
4072011,6044437
22442416,88773
97999401,1924854
17938352,8911916
34543506,1490040
85832030,5166336
62192453,1838502
86415808,6517555
24294365,7698910
18912262,2192361
20470406,2015150
74060953,8175915
38780373,6291625
24933132,5591402
98572587,5621821
48601310,9100447
28606931,9012257
57778557,5765304
833943,3433037
20338178,2972718
69544573,32289
28254915,191052
66167160,1879708
90322370,9389508
68670278,6985422
29049966,9462733
49770235,1937898
941062,8993076
28170226,541698
17157661,335290
66075551,8433160
44766970,8695954
67012319,6869210
931089,2693600
72467926,2110245
17625336,1258766
97245810,7290619
87042748,9504062
50784545,8849294
42656868,756761
84878667,4686977
34501105,2110245
48285889,2284208
78774037,9085496
93130672,7934153
9700125,4998796
39138162,7524438
40701803,909191
18513467,6806682
95453120,7109975
93873886,7358039
52804342,4297453
79614232,7710384
99669267,7617431
8252958,4750867
71805944,7040574
76655143,6057605
57352382,8750684
26022119,2029790
44643593,335290
13789875,3704841
96557813,5454484
51211039,6774149
47599575,9233449
75566514,6176311
87254452,8153320
55076507,7391010
50371043,7136164
1325104,6210092
60060525,671998
24414555,3208845
89774435,4984512
23462092,5301232
20985038,5589690
44688801,8205483
83797118,8433160
27615470,7869092
47489379,8083548
72873324,4959891
52047548,8274939
38291195,1464233
7983107,88773
24303737,4637294
23246880,2922375
650501,2539008
12535647,9135401
33859296,5883814
76657265,3083798
90725962,5182454
78696243,7107377
60419478,9998788
31049216,2814452
20820113,5405875
77747741,4567156
26462634,3289236
37544555,7873937
71679162,2653465
35258452,4625865
17207081,4922660
990652,5718356
14243521,6404964
57954150,395867
34421739,6849500
56549375,5926752
21855373,6680776
83883827,2980247
13979035,1356477
49806652,7210720
59050349,3547273
37083461,6914846
89847032,6406917
89431526,2935802
92898452,7704749
31974830,7358634
35167671,7173446
69824476,5182454
66668034,9284262
71010003,2005002
6009812,1652946
18089338,1057578
33234631,1334071
7926876,3913224
7845096,5846670
35047251,8001950
41667625,9822684
66691811,4665576
31744697,3156647
49816404,4815836
66657271,5504603
81827377,5166660
42423480,3812393
78949805,8708574
13315071,4764624
20655442,241934
45267298,7280768
19663683,78254
38812248,1260536
15073381,5170844
39297955,6334610
13494318,6710064
66222941,5656160
63524837,7999678
18016071,916034
24522032,7132484
47238481,2612701
42956428,2319097
76533698,9190110
73043537,756761
17556627,7517152
9859223,2762081
10646789,1583152
1173412,1914878
96581618,6334231
10796246,8105524
44278381,475330
23009219,1524227
66689718,1410382
8783422,2089121
49566860,8059150
80700558,2941221
86640798,976119
98309762,1269278
63290474,5362973
36023980,4080333
42129410,7235702
30875201,7093034
39170047,6351106
49583725,8274939
40736992,111599
23871656,1217123
59199852,191052
3331705,9392361
21145919,4074641
37144046,7019906
56285236,5840756
34560764,5032110
6811583,585240
84388187,3202587
75465265,4637294
53191026,6236921
97120792,9233449
22772349,9085496
63458660,5621821
62695913,8398120
43385560,4412408
16336332,8316950
71139071,976119
57765497,3042968
20156720,6628056
44751445,1345618
35470918,3492025
85653694,6785639
92842638,4591433
72342473,3515140
77066870,1282888
66986086,3515140
18093645,106800
98959686,665135
88010176,317181
49467123,3020833
26569605,2433486
65481467,4539573
14230562,2847750
92274524,4537919
40320914,585240
7700557,1802267
94335671,7107046
60993709,3309522
32001122,8644499
2248754,9080848
36255586,9807746
23894350,271052
74193054,2397735
84840941,5710675
27670867,3442814
14941997,1020165
90106606,3091203
34498904,7898192
29952656,5038722
53002297,3363485
25961984,2575273
96415191,3277983
34865668,4759549
3778852,6334610
11926404,5653236
64321262,7671029
32332723,2090533
4148480,136901
79172503,1640084
12255724,2063577
49595642,1661145
12413658,7744577
4446003,4053423
1636718,4966243
98932359,702507
70563621,1004852
94540931,756761
6689881,4830504
13561745,4964146
615896,9102405
83888405,3845559
21495987,9099279
45559037,6404964
73255,6150261
55190329,946883
59992115,9596538
59244974,5386062
73299990,6506106
17341435,9750979
55136526,8990152
96557176,4100955
59074770,2284208
67461185,9301813
59916710,1686034
86094918,1936595
724910,8809287
19721822,2988489
66466575,9275938
19025296,8089497
20017245,5564260
93508547,9099279
66841112,76115
87091947,6951083
31790537,957197
76071338,2030364
6896339,5618227
31348442,4925602
31624620,6157452
10089124,6379795
15881146,3515140
16895686,898054
9990554,7710384
22948736,8340743
49004761,9058098
76603579,8464665
95835958,6254772
95493625,3757070
83244397,653878
84575452,5094944
16569792,3841570
38130684,6398180
58051954,5140744
15019526,4932605
98365185,357115
39884401,9475395
16319724,6692459
82071658,9993352
35646680,4326789
93239963,2892429
79654217,2815746
93696029,7289974
12214627,2280478
43654276,6322841
14948330,5403816
40571228,5038722
1239431,4409998
76441840,1142363
27503559,7617550
38189824,9882194
37398675,9380809
57512631,5642371
70736072,1555703
2782828,4425298
30889420,5158563
24509850,1020770
761230,9687658
7684657,523311
57120155,3128563
47398954,3248356
58709401,1063506
62705214,2965720
6959040,4565936
78853804,3233631
44063883,3132502
55927558,7212709
97137666,7156540
34628061,9947102
54658151,8363599
45163485,688983
25510706,5840756
53278547,8956959
79419136,3392027
90041150,6490409
41304419,735887
12424238,941286
88341740,1412379
13580,3765935
74879832,6016036
79853855,6763655
81779600,9862441
41284376,4880063
73210199,8556910
13122396,6183912
62806065,6338518
59579846,7769838
71433266,8218606
93762087,1450159
92262047,1141
49350747,2732334
13149501,3262315
26077248,8990152
65359853,6734071
83068630,8526906
95156278,7131247
35063449,8154141
558748,8281250
19619198,899892
96527938,7506918
57404027,2657107
99788162,8549616
84086788,800746
78028169,4172539
43201238,4301116
26309830,424529
30732415,357115
44404322,5011599
43534025,9869400
24267400,3505282
97994402,4784460
1451725,5587560
4323357,8780062
59768893,708058
86267319,938578
83592072,7376816
4231653,4915076
30279476,612533
52851415,6680776
37387341,188553
97856940,2105000
61697586,7892598
68171378,1931175
6449915,588425
1798942,2838324
93532924,8471322
79421202,6556766
65680824,7240035
59723909,3518415
97119097,1923629
71038240,1958742
95051166,2901040
3566244,1611812
99571989,5394034
27889683,1115373
12496020,7368329
5804646,3133730
2559439,1098550
83127888,633261
27867352,857106
52681518,916034
40690235,7342225
46145809,5162461
68402275,5303088
61435845,814401
5926969,588535
83667840,9911044
81625580,8926262
10118856,4922877
57054783,5400113
80847918,3390682
50099600,7271302
21172119,2571768
41444836,2699910
2955621,8134006
54095202,8325053
52097491,5395229
40596587,7360304
5839890,7358039
52436280,2195420
10168662,4277923
22166474,9102405
47395171,511022
82280304,5050111
79841158,1057578
48394285,2600273
88931104,9940092
4431890,9929818
16148957,9598541
74611212,6763655
25513745,5818190
86289430,2446704
44774395,4301116
41860404,8492547
29700530,6914846
89341928,3096614
5949919,8478704
80207466,8433160
20447111,3404628
95528848,62021
33464012,8750684
85370334,1237641
42022950,3425606
6162880,5251677
18471108,4149203
92494156,4560348
97947876,6248034
49668872,1046149
70528046,190695
62879180,6785639
83206160,2657107
16842582,5424168
91827192,9373589
77670177,1217123
81744327,2798028
20460035,576769
29488206,8405828
71787718,168941
90692173,7744577
25412046,702507
11247888,8008665
16310270,944224
561953,8478084
8744364,3812393
29829489,8978257
79503592,4643712
74055907,3618996
54224959,7808533
16577353,4739404
35908665,1613462
60824419,2011683
80684841,4706757
91269774,1378917
39081150,3391559
69042890,395867
20949789,5447442
85147583,7892598
81961607,1938655
83721458,8335664
17109762,4045782
55103913,9399607
59305700,1652946
70239923,588535
97051049,4785689
24249742,198173
47711685,5735824
86463229,4826053
69325108,8990152
91625929,7200096
77926720,7723458
69352485,7705071
62075225,4124998
6137582,8896192
15550905,7227073
38476963,8059150
30214372,5122373
65620704,2029790
89813264,9175865
5298189,464943
52425060,3688512
95606951,5335119
83920989,9432284
51561192,8478704
2523952,5091706
94530669,13916
43870825,6357579
30244561,5050111
95929469,5827785
45849522,6210092
97270711,9432284
76831220,1663010
49039707,9085496
73273094,1002787
60066795,8453171
12594576,4481869
28422903,8487712
254091,5792148
53000790,2286627
480743,2506979
96606741,3832065
90015571,6074182
42588854,6692459
57734119,7857771
44677196,787032
80310872,1687845
22662932,6223608
57253214,3733325
74229128,1802267
75450001,9220559
2865357,2136995
60821261,3391559
55671242,9627939
71022232,4560348
24545158,6964900
69536828,445833
55757088,8153270
47835591,7450349
34449911,1044865
70288650,6341710
29486409,702507
59898718,8087497
12379512,5769321
84595523,6250624
33615656,206568
81696281,2799187
67518262,2105000
26943355,8949832
37228053,4297103
49146729,6751509
61912638,3302039
47027627,9993352
80318438,156446
92314061,1334071
67776796,2217123
43028101,313629
53609654,3710350
27404640,1641241
79737059,7892598
36784370,3390682
52157404,159601
78063105,2545792
54255701,1092382
43287235,2762081
79617561,4598203
52172092,708058
89970458,3172895
75711141,2527330
85983281,3713514
12732669,3713514
80330529,1260536
91545907,3411648
14964992,9099809
752490,9947102
76624333,7289974
54268295,1702309
20621944,5499285
86413715,3010142
46445842,6002077
53068772,7061838
27690793,8814768
19485010,8840067
29916976,5818190
62375760,7489486
45610516,2724679
27670337,1729160
63220551,3289236
13498460,7666014
14372323,1371311
64339114,4966243
86181232,572364
31762770,2359225
11509013,5909620
20161428,7290395
49217000,9147243
57953552,3689319
21372829,4090759
12598327,3262315
74314010,4018974
75492469,5926752
60219023,9175865
47755921,6026050
20127825,6628637
89496518,9778098
60334644,9647402
73879016,7901010
20969235,5311543
11493684,867550
78457525,4452115
39295195,3710350
81340478,4775084
98811549,9657505
97789287,4764014
25342658,1012004
33172524,6457318
67178174,7979852
27016023,9998788
63411019,688983
82401486,7898342
71708087,4044187
70324889,9135401
99325765,1961732
46624589,4856010
1233006,5251677
56749033,1146276
67416684,7892598
81810600,4798063
47721655,5963824
33619117,8433975
13846459,7033052
65804396,1115373
93785788,6146497
26651270,5990587
5453688,4049876
74605913,7327793
21619754,7943021
68218595,7960838
91313221,2838905
71781609,3913224
88372201,5844001
32618043,9199673
45205592,3704841
94521658,9023322
34778800,8066365
4582880,6556166
42716291,4915076
34338276,439774
61002017,2812965
35513661,6481641
95031563,313629
17580101,5773482
79469510,8059150
10423163,4736688
88944412,9789256
54041802,8671148
40395982,9041067
63607170,143898
45404094,755609
67396430,3917703
7245193,8087497
75022487,2941221
83717791,476778
24969181,4609949
7170782,2429058
66929025,8840067
77716330,2034839
72417627,7156545
87389321,1605172
85269296,8064560
40946062,4657497
92678021,4302002
37696398,6824185
75602263,6188873
28646853,4277923
73575231,4553875
17773231,9905573
71361313,3248356
60282791,8153270
50451910,6661258
98028217,3744124
93106517,6628056
57323015,1128166
69114796,8478084
6236368,3029269
17146356,2975173
34252380,1154230
47109106,8526906
52407565,1719005
17261255,976119
60077347,4409370
87072617,8487712
71564092,5982622
58125568,2506592
38559361,9843178
2804910,7837354
73036376,3029891
92616687,3302039
60186547,6646815
75139659,6500554
48111060,7391010
61604917,8209169
84611426,204408
64948382,5353994
8545346,7901010
17493639,9905573
44163714,6908647
88723044,6680776
62163138,5408725
31708093,9224357
48613123,6639535
63863400,6643209
29819693,1693621
16913213,2244481
95589385,1490815
24307483,6186029
73189032,2287741
87263416,7720048
69764792,8207899
68066546,5350385
4703027,2201906
58455979,4591433
19779280,8998472
71593589,899505
34995237,2812965
71757827,5184350
87257492,4238304
77434312,1847096
48179814,700991
76607017,191052
93897913,2037138
59508508,4764014
12374517,2192361
21826919,5827906
90388612,5314681
79290926,9302065
26864858,9993352
40622100,4543104
7551123,1910882
876472,2105000
6107677,8604391
62260027,4326789
60292976,9620875
67135020,1057578
16906543,2766951
78252762,4978702
22891572,633939
93738707,5113761
79424096,5360512
7548729,4412408
25956557,1663010
77678790,1078758
22612638,9871191
57744566,6210092
85474429,6299847
21015122,7665984
85040469,708058
48864356,6705248
54248911,2430763
34257615,6108295
9167213,2005002
1379969,6222012
70126692,9940772
71294464,40355
39382487,8350233
10224668,8595909
10651771,1260536
10575503,2921514
33556495,8177950
1229662,978761
13482213,1858097
85166198,6951083
91335367,4009296
69195001,4795206
40502633,237742
98779500,7136164
78072667,9802636
55411364,7431694
69982342,2284208
98019219,271052
264073,1885016
69757817,5158563
59474009,9907421
66876834,1661145
64385936,2063577
3266468,976119
52251731,5794123
70171614,2311312
65541550,5418397
3392618,4599146
71972066,6353075
48042300,9725451
30577653,5321697
49963586,6457819
76807587,9259491
58968183,5535660
89469142,3387903
21508321,3064659
79756555,189416
11492135,2733746
76962232,5112531
66412756,7598562
63019295,5591402
44561450,4060841
80171882,7268881
97941514,120524
61455845,9023322
91948778,7617550
9858346,9134312
58434622,198173
25305236,1879708
56005805,585240
90452362,5418397
49441298,5824588
54604574,4409370
26775698,7856501
62933904,3715390
69127232,8911916
32214945,2815746
69750869,2378303
83804976,996871
76139790,8708574
78522633,6760007
92435129,1490815
79714152,1127984
95540899,2571768
81354632,1991902
86225048,4539573
85692820,7298148
11922164,9980771
69271586,8350233
39512637,5158563
58537971,1121330
72372081,312143
34978671,1910882
61297778,7925329
50564106,3399391
66628399,588425
7762358,4816383
41010362,3530508
87522437,8153320
46161445,1230050
51218865,2163123
51262791,6950989
97127685,7169987
74353561,4959891
28037728,2163123
12543683,9869400
70151210,7068779
5399816,2745901
30778774,475330
81176459,5095068
44308200,5821112
67531807,6533345
4798333,7512386
90563657,7289974
33509336,8470566
8594934,1257940
34580504,8526756
8654238,2965720
3969026,6714178
25757994,8911916
2963667,8282739
19815951,9465053
36915442,7665984
99649225,2433486
4819149,2243594
15611050,54588
84664271,1803068
13348294,88773
8121734,3231097
60052120,7869092
65648159,6958159
48169454,9059199
88272269,9182303
86284925,8470566
12132611,1020770
24376048,9224357
24451835,9849310
59740953,118516
9105077,3208845
46135459,190695
24728360,6338518
8075249,7095687
99035515,229577
60820144,3819354
93863030,757637
73924113,6954356
92690555,6398180
74336782,5734706
31156231,9993352
26109226,1729160
39980189,1321079
58614999,4541540
75072250,8688350
85286309,2639310
31963574,3308380
53098249,2999465
83833361,9478255
16386666,6213962
19674774,7445413
18922637,4998796
10102624,5081658
28226528,300744
79304999,2359225
25556486,908480
46409103,6964900
44286978,2034839
53671423,4998796
39124028,6404964
96807027,4090759
1211931,6692459
90009548,439774
13943440,947754
68271815,3248356
52614863,2243594
96636987,8646496
29178704,9980771
33017635,6624070
2890029,6251689
21710422,1518437
59912026,7229948
47539579,5783095
77337843,7222668
34407828,8671148
77455919,9750979
13347719,7654017
80885693,5925451
71508877,2009707
93622455,7290395
76024058,1879708
9579212,9244703
13681713,3251201
47923796,5603755
28766069,5621821
65517230,4186074
98018163,5952816
73790285,5036692
35001160,238408
66344869,9259196
93463601,8368934
14674367,1410382
91851012,5903340
39437716,6377249
46791786,7132484
51545022,8471322
84591379,267205
34276636,7280768
42012046,1912058
9070326,8955329
19441299,4737907
11617833,9843178
29647218,1304790
3027780,6909311
19587994,5162461
97166209,5237376
46829874,2616359
18752824,1146276
30922329,289562
41342325,4090759
74951780,9907077
56491579,6404964
98803434,4777110
86477207,3805940
88881221,5237448
28156168,2192361
74814019,9993352
61926766,271052
56427703,2539008
18067747,6573020
6865862,7897955
28629563,72317
86858386,8745055
39959373,6506106
63662574,1991902
83968015,8388430
32156126,4297103
17242469,9005610
58872806,4119275
41009850,2794542
25393377,6377249
33634829,4275449
71355540,8267997
42925614,7396806
74531187,9199673
56927307,2201906
7746055,6523542
68196422,9962092
50570070,9917228
44361120,5504657
65016683,909191
64717436,3261781
50262330,9907183
60276909,4922660
46298999,4352519
48435149,3243976
31302088,7004469
60240152,1693621
43192939,899892
77102644,5170844
21702189,8911916
34062258,8209169
12123465,1602054
64853090,706552
38094123,4657497
40029464,2243594
50433908,3321404
12959754,5349122
97379688,909191
93862591,1490899
83744264,1484012
70047960,4304295
98015380,5696631
36987320,4412408
9918089,5735824
83915085,534454
41961267,8809287
25671883,9373589
21225552,9054906
44859498,9930283
41428198,5982622
83182964,9797161
84852309,7985257
74000063,289562
32333692,8849294
84759032,8231920
7025158,9244703
37726245,9750979
32894210,6639535
2497724,4597197
25994543,7040574
90932118,5792399
77174812,2866383
98403817,1618190
71061338,9802636
8180577,5743140
10751228,4948566
65619377,7391010
61515783,6339914
96244369,5834176
43875619,1490899
42116594,3205278
58025022,9845009
6999319,5348853
44394376,4684782
30780887,13916
50106602,1121330
81845089,8281250
31327865,7450349
75094565,4404571
71569305,985324
83892642,1378917
19249354,2110245
36444912,7062354
10650046,7048014
44314822,8708574
4435093,962930
74355515,3010142
87529896,3308380
90159841,3091203
34379750,7189759
11627600,2545792
79271778,6887040
81583210,9099809
73807128,5982865
7659331,1987705
27570346,1282888
43720158,5112531
58928573,9080848
95904910,256244
82035579,6908647
51034610,6359328
98640651,8018185
18690234,5551609
66234751,9462733
96961246,5812979
69665179,4947550
54500057,3772368
66477215,5312173
92209193,2545792
46743568,7321398
5505072,534454
41958733,6186029
94557226,6653157
69808724,5141342
15127693,8282739
77721924,4998783
12540906,9977832
64102071,1239328
48107734,271052
34324694,9182303
74444273,5395229
47139579,2009707
46821352,156446
29805641,7336686
56772188,9797161
13941427,1153370
15665477,8008665
40624538,1686034
81041099,3156332
94630247,4044187
77994538,3432405
85508023,5301232
2247182,7383139
65262754,1687845
894151,2191234
89267572,4798063
79615731,776184
9615520,8059150
41251656,2972718
15590718,8606184
52359263,1109500
29602452,6951990
32990466,4880063
16062259,3128563
31313864,2982861
64416319,9295184
29497519,4639506
44463488,6556766
31550425,8340743
94600719,5237448
73357065,2162205
41980997,1125424
96784117,5550280
80762442,8983902
33949603,1808177
60111913,3384272
91236427,6911095
18189634,7373620
60741887,5182454
71516019,7389634
13749533,2188623
34649397,1371311
13253178,7676384
58126297,4639559
37575945,644838
63040588,758059
34457448,4370529
20089412,7161
73167273,4011127
27545385,3805940
28261820,178189
48641090,2935802
42587049,4792620
77256567,7450349
17240572,2430763
19965218,7169987
39948861,4771610
19093388,2250835
4706117,3966612
73011943,899892
95964146,5312173
76407046,1944647
33374353,947754
2927193,7060992
74937886,9995807
63967703,5958359
23024071,7376816
74454945,5224824
66855994,8134006
43372948,2208467
99861404,9869400
68925273,8998472
11793114,76115
38826291,9432284
26942927,1760013
78867229,2693600
45916237,4798063
27249995,8195715
69542018,357115
27501447,3425394
23033793,364000
35959919,4149203
78062065,4153103
