id_hora,hora_entrada,hora_salida,dia,id_antecedentes
3200792,12:02:54,18:35:51,2,42871598
9166359,18:23:18,22:07:58,7,91949167
7675315,11:13:13,19:19:19,3,86239372
6940032,10:38:24,23:17:39,6,70219784
6613529,10:08:14,17:51:35,1,25165595
1753285,08:58:45,11:53:49,2,79364280
7943850,18:01:45,18:26:44,3,20809809
5594854,11:12:41,18:09:36,1,3926045
7439153,11:21:07,15:00:39,6,13052898
5170495,01:52:17,18:20:41,3,71258588
6272640,02:44:38,22:50:32,6,21808585
4977196,02:22:21,12:47:48,6,58181352
8191786,05:53:32,23:38:23,1,21981668
6997727,16:34:03,17:37:26,1,41612895
1880075,02:41:45,23:43:52,4,28926162
3391764,17:21:24,21:54:28,3,80169353
7853499,02:14:33,03:03:46,2,79411632
6577860,22:38:35,23:40:03,6,7246195
4500185,18:46:31,22:53:50,2,69333130
3627060,23:06:06,23:45:49,6,2054433
4736444,19:35:20,23:16:18,5,15433151
7874576,21:45:37,21:47:11,4,70511732
1974950,18:54:13,20:24:20,5,30987741
1307690,23:51:08,23:51:37,7,28470610
5743672,12:20:29,22:42:29,3,98337274
7371257,03:54:06,21:22:06,5,48031323
2828060,11:45:34,17:57:35,7,90687394
9810168,17:42:36,18:43:54,4,75351608
8490194,22:37:33,22:48:57,5,71840723
8677023,06:40:27,21:06:35,5,66344201
8519246,23:04:42,23:35:10,7,78187308
8456185,12:12:40,23:38:53,3,58378930
4592220,14:41:49,18:27:34,2,69139328
4081468,04:58:30,09:50:35,2,77624440
8595838,15:17:52,17:12:27,5,48452008
9005096,23:47:22,23:55:50,3,67785484
3379982,01:03:30,04:42:17,3,5748956
722207,20:44:24,23:51:26,2,65135355
4264547,13:01:13,19:00:26,5,74586070
340502,20:06:31,21:37:27,6,60589197
4866423,03:32:05,05:47:10,6,64644138
8155693,15:12:38,21:54:38,3,31754285
2927162,16:36:42,23:46:35,5,19786648
2775420,19:48:35,22:19:36,2,8863819
5805718,02:27:16,23:36:07,7,66215346
2487820,20:33:26,20:45:45,5,77766750
2233827,11:52:16,14:37:57,4,99535847
7168271,19:27:17,21:45:05,3,17380808
3620160,17:02:26,23:10:02,1,88173756
4820934,08:02:43,11:39:27,6,24272515
1049504,19:55:02,21:51:17,6,91487630
9831612,22:43:08,23:53:37,2,21063689
8164264,19:02:50,21:52:58,7,83946118
312360,21:28:12,21:48:32,6,92675611
210681,18:41:39,19:53:29,6,79542943
2567531,22:49:04,23:44:06,4,17491916
5071018,23:04:53,23:34:12,6,86348710
2692782,10:31:52,14:33:23,1,66154913
4030754,21:50:09,22:05:26,7,44288076
6847725,04:25:55,23:48:18,4,74031018
5770647,19:56:16,20:22:49,7,52405498
2653402,08:49:40,16:45:49,7,36960996
1785919,21:32:08,23:02:40,3,9942317
6137253,13:57:44,17:55:20,4,11825446
8589362,13:22:00,20:36:45,4,67973702
3373648,12:23:33,16:58:53,4,4462285
6972264,03:30:19,18:45:46,4,66249923
3542772,15:09:45,22:21:09,5,2713588
6098241,13:31:53,17:33:12,7,1567944
8904316,12:17:54,13:47:36,3,73222274
481680,21:45:23,21:47:44,6,95215661
4953835,21:04:08,21:44:54,1,81375414
7659716,03:48:21,08:30:25,2,31969328
5154493,13:14:34,21:37:00,1,45384664
8322390,12:55:31,19:57:26,1,80682006
9370286,22:20:53,23:12:48,4,43046927
5277314,15:49:19,18:44:20,7,13775743
1605880,17:23:57,20:42:00,5,77033100
2389487,18:33:09,20:09:28,6,18961967
5536809,14:37:25,23:41:43,7,61748762
1696989,03:42:47,05:52:40,3,58385307
8199842,22:51:12,23:26:34,5,62591323
5994108,02:56:27,16:27:13,3,25620231
9808327,07:53:43,18:00:15,7,41145758
7754737,15:23:37,16:20:44,5,73011554
9400150,04:08:33,11:28:00,4,23073143
6259697,10:20:25,16:22:00,4,81305206
7171209,04:43:51,18:34:00,4,82978443
6972596,21:22:29,23:08:20,4,69221465
9755839,06:21:01,23:22:41,7,23073143
7864154,02:40:17,06:41:52,4,18242737
1760694,12:04:28,14:45:50,5,28241237
5872778,06:05:53,13:55:34,1,50485925
2765383,20:32:12,21:30:53,5,90065811
7429265,10:17:22,14:41:39,6,15693414
8187399,18:24:05,19:05:17,6,95083667
3937456,03:43:35,12:57:53,1,47679062
4410664,19:49:00,20:00:34,7,86571661
6447346,02:13:47,08:23:43,3,31527047
495253,04:39:10,16:47:18,3,17895586
9104452,03:30:36,09:45:49,4,82658576
6964265,09:17:00,16:41:28,7,75093000
6939413,15:44:36,16:25:20,4,85633743
8371619,15:34:40,21:20:11,7,53310712
2395457,08:53:41,11:08:45,7,55487190
9855331,21:12:58,23:40:03,6,25225705
5676625,07:40:51,14:16:12,5,97492355
4547297,10:22:56,14:05:42,1,39940798
5801399,19:16:03,21:19:07,6,33135057
8304672,07:21:34,20:21:00,5,32113901
7057219,22:19:06,22:29:01,4,81824330
6412689,07:55:33,14:16:07,1,44442596
2541255,09:51:10,17:08:45,7,60243612
4565063,11:36:19,18:39:17,5,77452204
4867255,13:27:35,20:05:34,7,92094817
1506458,22:01:21,23:59:43,6,1739585
1727580,00:16:00,18:12:07,6,77826645
4657020,04:58:20,22:54:04,7,86562136
5518185,06:31:21,12:42:57,6,34867467
6455237,10:35:39,19:08:44,2,29764115
4172645,13:12:37,14:16:59,1,4466926
1007877,10:52:41,19:32:24,3,75176507
4107379,23:45:35,23:55:09,7,99637434
5526921,09:49:30,20:15:44,1,9709968
6046679,23:55:43,23:58:17,2,96008983
3631713,17:07:56,20:56:33,2,13838067
8362401,12:03:22,19:53:14,5,82613038
4286611,23:42:00,23:59:19,3,55492588
4803824,19:47:32,21:15:06,2,10888782
8833870,15:24:12,17:55:06,4,6292550
3827920,13:44:24,19:42:55,7,33056294
3936818,18:04:02,20:12:46,5,52755709
2382123,06:01:56,16:15:41,6,18916889
2238162,19:07:24,22:38:10,2,91997528
1144511,02:36:31,09:45:35,2,11328899
8224802,13:15:08,13:18:02,4,72265315
7290210,15:37:19,20:31:29,4,94462824
7021198,14:55:17,18:45:51,5,65543502
9715694,04:53:32,20:42:45,7,65548367
2148891,02:29:04,17:19:50,1,94628133
6352866,18:52:44,20:12:54,2,77499409
3982802,11:21:29,14:57:29,3,81255534
5788311,04:10:39,10:17:30,1,1319087
5912768,14:02:08,14:20:15,7,29770164
704825,07:55:34,13:43:42,6,51146569
8027723,03:20:43,23:02:58,7,93301601
5436422,10:05:08,21:17:35,2,80057184
9502451,02:01:39,05:56:03,2,6476741
7840345,09:33:01,16:54:08,4,54764423
8267580,12:06:47,14:45:45,7,86639555
4372930,19:30:55,20:52:48,3,58211422
4062787,01:14:56,16:20:14,5,71350225
5347494,05:06:53,23:40:33,1,32843409
5372749,20:03:19,21:32:58,1,94247066
4043183,12:12:13,13:02:24,3,89006516
6258061,17:56:00,19:37:03,1,15322597
6620750,12:49:53,14:05:03,6,67505929
3574659,09:19:30,20:18:35,7,95593135
6629752,13:38:28,17:14:12,7,81226905
8722839,09:01:56,18:56:30,6,52143755
684371,18:08:37,21:48:02,5,81518802
9458965,11:58:36,20:10:08,1,26361610
3199614,23:44:33,23:56:49,5,76238347
5638563,21:26:23,23:11:29,1,85341073
1666869,10:40:40,16:33:25,1,63659596
8698232,23:08:58,23:14:01,6,665404
668670,20:46:00,23:25:12,2,41612895
165509,08:51:01,20:07:17,1,91849778
4427751,10:02:08,15:46:11,3,78880508
295895,22:10:18,23:44:02,4,60568502
1559035,16:29:07,21:04:11,2,69786365
8082604,11:43:41,15:10:46,6,61173878
5818593,17:52:21,21:09:01,7,11396173
4393921,12:05:37,13:02:20,4,83038706
8026838,11:19:41,15:20:53,6,21643547
1908958,11:15:03,23:56:15,5,94172977
6678017,13:00:06,18:32:31,1,71695460
9043846,21:16:16,22:35:10,4,21838447
6492401,15:47:11,23:27:33,1,99424683
5634540,16:46:49,21:26:30,4,77146410
6220451,11:17:36,16:14:58,3,21208660
4506076,21:46:39,22:54:12,1,5241324
8270046,22:36:13,23:28:23,2,23841426
7282033,00:57:34,13:06:10,6,74882872
4130383,10:31:04,23:11:28,4,12581235
1959639,07:14:34,12:05:00,6,94749176
9032333,06:47:13,10:40:34,6,29906530
366016,19:35:13,21:52:43,4,86177897
930091,14:16:02,17:12:04,6,75348368
6398319,01:20:45,18:44:17,5,49489529
6701778,05:10:31,12:50:31,5,76718524
8505509,12:34:26,13:51:43,6,63504548
2950404,12:38:38,17:20:04,1,32671263
2102336,11:17:44,15:47:59,5,60865111
2384651,11:59:21,19:38:15,2,36016532
7696236,00:56:04,06:54:10,2,6260050
2185603,17:36:10,19:56:35,4,55049179
6904578,03:42:34,05:06:14,4,98398934
9003694,23:25:57,23:32:07,5,73479540
727691,10:19:25,20:07:41,7,93164287
5413005,23:58:09,23:58:15,7,9566049
6621490,12:48:35,15:35:30,6,79558721
4675478,07:29:12,08:49:47,6,17348949
5348133,11:57:15,14:37:38,1,18261729
4371853,13:43:35,15:54:30,7,35841198
9785195,03:34:49,11:28:21,7,54737145
5579200,00:49:52,04:10:51,2,20087665
4553540,15:22:03,19:25:55,1,32055325
812952,19:59:34,20:02:29,1,63604749
998270,02:52:16,14:48:22,1,48538430
6066640,20:24:20,23:08:19,7,41584576
3506955,22:36:30,22:43:58,2,4573280
8209970,11:06:50,19:32:29,3,14348572
9054480,12:01:50,22:57:42,6,43326885
5844676,13:31:17,17:10:28,3,97462758
9031518,17:32:07,23:27:30,1,87903127
4335300,12:51:28,22:30:38,6,12498111
1623052,19:43:12,23:26:00,3,39306132
7725613,06:01:09,08:39:00,1,25855753
9909103,01:33:24,19:54:15,1,36391786
1580235,20:44:30,21:22:14,4,15158945
6258101,15:14:30,21:14:42,7,5842865
1528931,10:55:04,20:42:37,4,61384821
6906633,05:29:02,19:27:25,1,19087824
6073393,09:05:21,23:10:07,1,88104081
8994961,16:25:40,20:30:10,4,20731773
5035103,00:17:14,13:18:22,4,35863144
543471,11:44:41,19:17:35,3,29471762
6837397,09:19:51,19:12:57,3,49719106
9259109,15:41:16,23:35:05,6,74650973
2482000,20:46:17,23:01:37,5,37772575
7358002,11:29:48,22:40:54,6,9891921
7586139,21:22:11,21:39:32,2,61295198
6403241,23:26:48,23:54:51,4,96972436
4175240,14:43:51,17:59:34,5,99227063
5732852,22:05:23,23:12:03,7,11887958
3629926,23:38:23,23:56:00,6,66138658
9516136,19:19:39,20:21:57,4,67071620
1373912,13:26:45,16:34:01,7,73599525
5066451,03:33:40,18:47:04,4,71272911
7867997,22:28:50,23:56:13,2,69227206
3632464,01:13:03,18:40:11,2,97518893
2560565,03:41:54,19:51:20,3,97653380
4547182,09:56:39,23:25:25,1,99159407
7314773,07:22:21,19:35:20,2,77673422
5621448,10:59:49,21:04:20,4,35872815
2965736,17:56:48,22:08:33,3,70740449
3958490,04:11:03,08:20:23,3,56208550
9059625,02:16:54,02:22:43,6,32157282
4109103,03:34:41,09:15:12,4,6243947
9554420,20:11:47,20:55:17,3,43838854
691598,10:22:35,17:36:48,2,6942968
7045550,07:19:58,20:23:21,6,26149252
5838273,23:54:42,23:57:09,4,1116475
6370247,17:40:28,21:12:03,7,31499481
5961876,03:41:39,08:17:48,7,97830975
6839128,21:13:00,22:10:54,3,8525677
5285394,00:40:35,05:10:08,4,42892270
344014,17:32:04,22:59:50,7,7669863
8921011,04:51:29,11:03:21,2,34074345
2421061,02:32:55,10:03:36,7,16457483
9738132,23:46:12,23:51:45,2,29849194
5169232,21:42:11,22:40:26,2,93295410
5038040,20:57:19,22:26:44,7,71350225
520880,08:40:53,15:20:55,7,44676255
6389934,08:24:59,12:33:26,3,49139422
2252851,19:05:43,22:25:33,7,94440286
8092476,05:00:26,05:54:54,6,93717304
532829,10:56:45,12:44:25,1,73371147
1821617,00:57:20,13:06:48,1,64512072
5537579,20:58:16,21:53:40,4,7455359
2623026,19:52:13,22:07:14,7,37254200
7587295,09:13:31,19:13:40,7,353929
9361139,14:17:04,20:54:00,3,63059835
2224700,22:06:47,23:39:14,5,43480783
9157587,13:35:19,21:38:31,2,7499121
451447,18:34:51,20:00:05,6,97754683
7841432,21:25:59,21:46:00,2,9008943
1225826,21:03:17,21:44:19,5,9985129
5138477,02:55:44,18:10:44,1,42683749
6279787,23:31:32,23:50:11,4,86097616
4210057,09:44:30,19:11:22,1,28902142
9611518,14:46:43,23:52:07,5,84561036
565788,00:52:22,06:39:06,4,25851563
2825189,08:41:30,14:10:27,4,9914769
9637726,10:46:48,15:22:31,2,44651570
9324052,20:52:22,23:56:05,3,73436350
5937200,13:12:39,17:40:38,1,48782763
4561639,07:13:00,22:06:07,2,95815487
9389992,01:04:47,20:52:58,6,89398504
3241861,08:29:50,10:50:22,6,26572987
4913976,15:40:11,16:27:28,5,56783252
3587269,13:42:51,21:05:31,5,264027
705393,15:45:28,20:57:43,4,88577237
6902615,18:41:46,20:47:06,5,89846269
5687807,22:01:27,22:43:57,4,3926045
7556010,10:12:32,15:59:34,7,99133677
3299635,03:14:35,18:30:47,1,96142286
5519996,11:08:29,23:39:02,1,67939120
9892436,02:34:58,22:44:52,5,87903127
2439481,07:32:34,09:03:15,2,45813819
6408385,23:27:42,23:31:09,5,43042707
1510641,00:27:36,18:39:00,1,30607728
7912257,07:54:12,19:32:23,1,39210970
2866288,21:00:54,22:11:27,6,9462319
8807024,15:36:38,17:29:02,7,53640275
8190472,04:18:15,23:48:32,6,86087195
993089,10:17:26,16:05:55,1,63783222
8589067,04:38:45,19:37:11,4,78177621
6551893,15:46:09,16:26:13,7,19327051
536831,12:15:15,19:18:46,5,92743707
8479948,09:21:22,16:07:57,7,12834560
4077531,23:38:20,23:51:08,5,65118137
8986289,06:20:24,23:58:03,4,41831521
4731520,21:04:14,22:19:24,5,57128485
134218,11:06:19,14:11:25,5,51302341
3066658,11:48:18,15:59:51,2,42130758
8186998,10:33:04,22:31:19,7,2174242
4940110,17:36:04,20:25:43,3,770256
2762700,11:31:30,17:11:26,4,27217696
1163376,13:10:49,17:54:54,5,54487925
8133025,09:19:10,18:49:02,3,23629991
6801702,17:20:38,22:06:00,5,4168684
6225651,14:28:50,18:30:13,4,2563347
8441349,05:43:33,08:50:19,7,84604582
7002932,11:46:17,21:34:21,2,19807378
5830123,18:13:28,22:02:31,5,49116012
5333534,16:03:01,17:55:59,7,50571383
9305310,00:02:54,22:43:24,5,36552925
7592418,01:36:04,14:39:57,4,89053426
9598489,05:57:21,23:51:50,2,64284091
2318537,02:31:50,11:35:47,6,41775369
2822965,16:50:16,22:46:26,4,28893603
4541972,04:10:56,19:17:40,1,849022
1867917,09:25:16,13:36:20,1,48096386
9548932,11:55:26,14:26:02,2,17448533
2846677,12:36:53,14:18:16,6,15878550
2645694,02:59:30,12:04:19,3,83354839
4969178,13:47:52,23:11:58,2,68328239
3460340,07:50:17,19:37:38,7,18582404
6638556,15:13:28,21:45:53,3,46003308
4532473,18:48:02,22:23:37,5,40904195
3187040,12:28:01,14:35:02,3,31574960
7250099,19:12:23,22:41:58,7,38507727
992873,01:04:29,05:42:57,1,12796171
9941417,12:16:23,21:17:41,7,62178000
4019147,03:08:05,18:44:22,2,28053967
1971350,00:27:49,18:23:13,3,36237057
9383780,09:15:30,13:06:23,1,41020710
6788145,06:07:41,17:57:43,5,5734297
7564572,07:49:43,23:00:41,2,26556471
6681267,16:14:32,18:15:11,6,53658324
7769614,06:44:17,21:33:47,6,49599557
7240523,04:12:40,14:09:04,7,17337198
4616580,07:00:33,07:18:46,6,96503672
7547249,01:47:06,05:10:07,7,48385479
6214202,19:33:45,20:07:38,5,427563
9669651,05:07:47,22:23:26,4,40344852
6157120,10:31:57,12:43:58,3,23866472
9070454,22:19:32,23:33:07,6,74790625
9094992,23:14:31,23:31:31,6,55715819
2749183,08:47:31,10:26:07,1,7533385
8632681,15:06:52,21:51:44,6,903548
2372177,00:04:43,01:10:50,6,6093646
3830609,05:28:35,18:07:04,1,93227553
843933,12:01:38,16:08:04,1,30930660
6589562,01:34:19,08:26:28,1,91055347
2126662,17:41:24,23:16:12,4,40748963
7938654,20:24:45,22:59:50,7,16773301
607899,09:00:27,22:28:15,6,38197064
5881680,09:11:14,16:55:08,7,93491257
724125,19:21:45,21:17:19,4,27495980
9793104,00:18:59,23:53:14,5,31659382
3182064,11:26:31,15:36:17,6,61044486
2759915,16:03:27,20:49:14,4,21907807
7763780,13:13:59,19:28:12,6,51544817
7848334,11:56:44,20:56:15,2,50848693
446024,04:36:33,05:48:29,2,68979626
6435615,03:43:20,12:29:32,3,82966613
6752762,11:23:49,21:56:47,2,24241738
1131323,09:18:32,17:22:02,3,5271555
3997312,13:38:48,14:13:38,2,14349633
3419277,05:20:38,12:24:52,1,6125303
7374371,15:17:53,17:58:15,2,59339583
9544774,19:58:40,22:42:53,3,62504925
677324,01:52:38,10:27:53,4,84456892
9294521,19:53:16,20:03:39,6,35863144
1149882,02:09:33,21:24:35,2,39962757
400522,17:25:15,23:33:34,6,32358367
4643293,23:08:39,23:17:34,6,55202795
3215732,19:25:15,21:46:44,2,44896418
7883027,06:57:41,20:08:13,2,97188426
5713264,13:30:19,23:49:22,3,87305175
5678213,19:10:21,21:20:43,6,43826751
9013477,17:06:36,20:31:47,3,34177920
2670149,04:44:23,15:20:44,1,64717811
9269496,15:39:03,18:15:58,5,45455997
4883282,10:02:04,23:13:12,7,22565093
8967053,14:33:11,18:54:01,1,97412190
1201833,19:14:32,23:14:21,6,61292053
1352430,11:56:48,19:50:24,2,73341130
1369999,07:42:49,11:18:08,4,84186444
2546550,04:32:33,06:10:51,7,37363936
2412685,17:13:31,18:28:20,2,99866114
6951914,05:15:58,12:32:10,6,95957324
6773911,13:33:50,23:02:29,4,79268704
3491575,03:46:30,17:53:42,6,80890263
7214286,05:33:28,08:58:32,1,66083914
401876,23:02:51,23:28:34,5,28024121
5329308,11:56:58,13:59:12,1,38911492
2503848,00:18:30,19:09:07,3,90752014
4973870,16:44:51,21:11:11,5,66643205
9826125,17:17:22,21:06:03,5,74402904
6835191,01:11:13,04:30:34,4,39538073
4112702,03:06:44,11:37:50,4,83212005
2155749,14:46:07,21:00:35,5,81249812
6056342,11:27:10,21:36:39,5,3089402
7551085,08:48:58,10:47:22,3,59484356
6586708,13:33:27,23:51:48,6,29901503
3225785,08:47:48,09:18:53,1,15198072
1779667,16:49:43,20:55:59,6,56025042
9629671,10:22:42,11:29:32,5,91948351
3563404,11:32:01,12:16:45,3,99103958
7134166,13:35:00,16:24:24,6,72443995
8448736,23:57:44,23:59:17,7,48176854
4566483,12:33:36,21:45:26,2,74962
1282037,17:18:48,19:05:40,5,50381078
9559745,22:04:46,23:53:41,7,37042684
9589700,10:28:56,16:49:09,4,12050961
4521488,20:41:28,23:51:32,2,75867605
4193668,04:53:04,10:39:49,4,81932977
8975690,21:00:49,21:07:57,2,5053394
5477103,00:35:27,02:26:45,1,9622353
9235647,17:26:51,22:29:45,7,77938581
3362204,00:52:54,23:23:45,2,80433373
7321722,14:41:04,17:02:36,1,74435147
2663454,22:30:29,23:33:22,4,74494281
8321811,10:59:50,16:43:01,2,1423173
1009412,14:56:33,18:48:44,2,57441723
2945022,02:00:55,08:07:39,3,45148484
5214641,07:39:25,20:21:07,6,22887574
6891423,01:02:55,22:30:54,3,28748314
4244286,08:13:09,08:40:09,1,85866215
490079,19:06:36,21:02:40,4,76707339
4629237,17:10:32,18:09:36,1,81785559
2123036,11:14:16,15:15:15,4,18676449
1993870,21:09:34,22:52:04,6,8203331
1368544,01:40:32,16:38:09,6,91765170
135314,09:12:01,11:41:47,4,96361347
9985294,12:20:26,19:01:39,2,75439682
7807319,02:02:06,19:23:41,2,8233589
132168,01:29:34,10:12:33,7,10302118
6824632,00:18:43,12:56:39,1,19136395
3096411,17:10:47,19:57:44,3,60469282
876195,14:21:41,16:56:35,4,31998783
5734704,00:20:20,22:57:39,4,49945219
2854187,13:04:34,15:11:45,2,45245496
435690,06:21:30,14:30:23,5,56843530
1078769,19:54:03,21:35:08,6,29115845
5199535,08:45:56,12:48:16,2,89209391
1337791,14:13:59,23:06:52,4,49072393
1730058,00:11:52,00:22:17,7,52458692
5287957,21:19:14,21:45:56,1,918854
585220,02:35:59,19:19:35,6,69377043
769278,00:58:02,12:52:57,5,57967296
9800509,03:42:03,21:39:58,3,97351232
7505708,21:56:16,23:06:07,1,90330810
3069531,11:55:37,22:33:24,1,87730316
2223043,16:47:56,22:46:15,4,92615657
471043,01:54:26,03:18:20,6,64085474
5334337,01:38:39,11:14:09,5,77580656
1274178,00:36:39,14:19:54,1,7019270
2118160,11:39:42,12:09:55,3,15846014
6099123,21:20:05,21:40:55,6,8995546
9284771,18:33:40,21:15:01,7,15313975
3489628,02:31:32,23:56:28,3,4462285
415043,15:16:25,16:00:48,1,72417992
1241053,21:56:27,23:01:40,4,91332283
3013456,00:05:25,12:51:50,1,46263347
1626451,10:26:46,23:15:42,2,64175987
2132361,07:12:35,15:09:10,2,36633045
3734411,00:44:31,21:06:47,5,13809443
7529231,09:25:12,10:43:42,5,77783354
4985404,23:40:05,23:59:09,1,80141411
4275510,08:11:47,08:48:51,4,73306565
321793,06:06:24,06:25:05,2,6005395
3841256,22:36:57,23:05:39,3,57884295
6223027,15:52:07,18:37:09,5,16706389
101586,02:43:22,04:06:31,4,39859769
4468244,18:11:36,23:46:54,5,53673029
3598570,12:44:17,16:57:26,5,88944759
1857070,22:01:36,22:35:29,6,70878159
8521686,01:10:56,13:59:11,5,33610542
8315727,18:06:51,20:30:51,3,28275235
6487804,13:20:33,19:13:10,1,91961397
8968720,05:48:06,09:50:02,3,62449701
9136646,08:23:55,11:49:51,7,40236563
2341765,05:51:32,23:39:50,1,8528891
816812,13:09:31,17:25:34,5,79688120
9416679,14:09:08,15:42:26,6,92384239
8321308,09:10:53,12:15:52,5,29648438
8155045,06:57:41,07:37:57,7,49746260
81800,10:33:50,14:57:15,5,29527311
7388202,00:32:35,11:13:36,5,58494033
469537,02:51:14,22:47:36,4,38526635
4968458,20:49:12,23:37:01,3,76797295
712616,18:33:08,21:19:16,1,79623064
6205797,21:32:23,23:19:17,7,94756109
3417043,11:39:41,13:22:19,2,56962771
9464117,03:19:30,15:06:26,4,18051200
1487371,20:35:56,23:41:31,1,59146502
7640397,13:14:43,20:03:59,7,1043079
4904425,16:30:06,20:01:41,3,90690176
2037888,10:19:35,14:17:22,5,2768778
7073797,02:51:27,14:02:29,1,44769406
9123381,15:15:26,20:44:39,3,13885960
1517194,05:43:24,07:42:19,4,95451391
9489607,18:36:02,22:56:09,7,87728217
586836,00:22:48,13:47:58,6,84414658
8764747,14:50:21,15:37:34,5,74857759
1528279,22:03:33,23:56:15,1,91040677
1845768,10:30:11,23:11:03,5,19635693
1794950,03:09:45,15:05:19,5,63879278
8156859,09:50:09,23:00:24,7,73845786
9718081,05:23:37,18:20:41,5,96584228
1505971,05:52:17,16:23:29,7,75359075
28617,09:45:08,16:11:20,6,6538064
8770067,02:40:54,03:01:48,4,72020594
5984947,09:13:31,18:29:23,2,34588560
2652750,12:56:44,18:32:10,4,49775709
8289353,01:01:48,03:20:20,7,94172977
