id_antecedentes,materia,id_corresponde
2613812,billion,5128079301255
92236005,low,4385085840386
32832983,class,2177184681228
24316273,most,3914865140397
90036319,really,8236589374581
14338624,very,8891369566447
30126444,arrive,6244709801750
32123639,at,8438583374862
60796864,language,3140675914688
53187584,tonight,6855632771385
75185854,tough,6360509398666
29901503,floor,9034075920183
5353793,like,7391055673930
92751942,former,4213163721043
72804991,need,5572677145051
23539725,cost,8876432104079
67699986,maybe,9909623957289
10830977,girl,2510910264532
24391104,field,7527073727108
49945219,time,7514213159734
71388199,generation,2517630378254
65396282,find,6236815800149
30252666,start,9928187917758
83932824,believe,3201219099032
89062245,best,7467073467026
30909380,simply,8181690269306
42408649,society,1718764475785
49208110,figure,6865281012057
1653775,among,8565610911952
2960377,few,2709131052132
90788852,change,3006341022828
71426207,me,1754090846553
18306795,structure,7726160994357
13241747,culture,5550571982563
79268704,worry,8407844686829
98545164,contain,4006212179000
73027855,play,874942686909
22131879,laugh,8139832059220
6921893,drop,800915889059
95498582,charge,3731226356085
86059204,cultural,2201403711365
97777401,leader,7581070871838
50184799,professional,9345754647768
48538430,production,8622324207442
92542742,surface,2904969126330
61088348,institution,3054300708577
40993171,after,7129372836815
25233736,who,1679763873108
88631534,ten,3528423694797
4700001,model,6129596930908
65827630,four,6508924474330
65796699,need,7193928812169
56133600,head,6558106296969
27986363,pick,5275985567633
75224098,recognize,765310631939
27687292,let,8519049037189
18597700,strong,5648681923750
707656,article,8333684174608
25078777,window,9658649352051
46957704,citizen,1266849006922
37152432,then,6382371289274
54265755,same,3841940081862
20905905,design,4828466159559
60641077,specific,1834377333125
8631967,remain,2768265319026
8151720,fast,4400367933189
62486396,its,5791134472345
72057442,term,4723462693969
14959660,test,658390783404
84860154,response,2929285924475
51746400,lay,8540940979027
60063933,agency,6418277890760
59074310,of,4799088516488
89447756,close,2405144338361
79140831,why,4048072614300
74817581,already,3757393396788
76238347,act,3988166395542
63455484,second,8996275439245
26763299,quality,6531784634546
63402400,company,1842615008403
90925156,gun,3279305228457
42766825,class,6272871168637
15097920,nearly,7391055673930
47939213,enough,9937294264511
25833539,body,7693604079238
47249512,scene,6418277890760
73215995,far,8766072870619
53039230,from,3201066579349
19018635,a,6490246192400
98214594,performance,2020627442383
86710459,imagine,3704616961146
42632477,serious,7110902297294
91830592,about,1267262747033
15102768,work,297508209796
1728625,argue,2229252506624
77756060,or,9969239187588
32327588,between,6846518166866
66554620,medical,5535351293848
1983297,pay,3148740400709
90992791,in,3588917435708
32253039,decision,279057567486
39046837,audience,8845932907043
50979986,these,3124269227294
60436286,building,9592750404433
93220091,four,7062267640163
23782590,officer,4305504258116
7837590,tax,8429654278993
50602923,style,9421437346269
95591815,several,9487922770079
96892067,generation,5902119058096
81711739,clear,4472795139668
70553651,tough,2043007767165
50293076,wrong,9130887767163
44061199,director,2282947408018
73795716,hard,6455080909773
68581022,cold,8787227230650
8416211,eight,6327041346225
25306853,morning,3511557209746
15088245,religious,8160197576157
12904032,election,4777980496847
3231826,decision,8533469481416
49771968,behind,5530856185617
78198912,great,5110870142072
29605541,television,4592931237828
17056311,quality,3821039123984
22823635,government,1128359332783
82164233,century,2696392837607
62284147,traditional,8013561113179
65082671,condition,3119438210838
41612895,company,4674162833814
6005395,there,6916702537515
67489513,house,3692738271042
76555629,huge,1895149984782
48543067,many,320182762591
57345662,while,2680317974512
9393909,require,3080454690843
30008510,two,1613428802275
83149265,ask,637290781693
98528720,glass,7761596026965
90613225,keep,7856909028865
70294240,production,31855832045
42742316,compare,8841095297438
49669452,development,564215594486
81518802,mention,6775008076405
37152432,everyone,4549784658784
33869829,her,2320553286282
40023697,anything,4664315476878
66197684,unit,9356355089047
6848035,build,5711526724999
22485694,success,7428651289447
43423269,especially,9691790004842
34351256,appear,8836585309429
51125388,candidate,2502107316024
67097638,from,8769871269889
17326260,return,7872156737692
67596771,standard,9395686657197
42123300,country,2124185469070
56164248,individual,8081744312469
88560144,article,739376399493
19567474,front,6412495019642
79664738,science,4571503623279
66180737,pressure,554345351532
72001376,line,4941804404510
94396005,exactly,7236728647194
33784036,memory,7423315807587
68181064,east,4694449599454
37404209,five,7268721914966
96058491,weight,2925804944909
58485740,they,7050207851910
43470095,partner,7376836892229
69803167,may,4612817258561
99365977,physical,7504223008743
82204724,shake,4937231392265
57271908,begin,3058751212972
16706775,method,7637177101647
44278557,ever,5502283104856
39368921,security,8606041835603
32827254,what,1249904183666
52478322,much,1019692654998
6196028,group,787257736182
79395411,both,7400869230949
55671404,success,4198883169224
36610800,gun,2267805490380
75052317,there,1338040171123
90370859,however,9047069137058
83844273,down,2524987436369
88418087,role,9445130673209
78765990,ask,1105959006355
61831251,billion,4798343404029
39859769,sign,3440309053810
12506411,history,9962308961300
64149232,company,7721854993084
64532375,pretty,744154495396
90210936,office,233727633325
5748956,dark,8067676106230
38723510,occur,418119205713
13311000,give,1982147582567
66341188,focus,1740813316625
77599300,American,5026349338881
69377508,record,8174420843336
86578585,visit,816432273805
28291757,tree,8027940256115
50257867,discuss,6724808167291
63968417,manager,2195304013014
59146502,serious,7005250786664
66440485,fast,6101794188236
17021252,stand,7951141887213
75382902,radio,6707982472698
26997879,various,2002945900468
79368798,newspaper,3330785362537
21180030,actually,3799204361206
93523498,age,5538456616563
99572495,white,9470441905551
3886285,new,8576868045884
22823635,rather,8499244072295
14679275,beautiful,6414626690369
40566863,thank,7246392466784
72189486,left,1680571143138
66015458,many,1132678062495
86501068,whole,9113709081370
77922030,sign,1932305776504
72530821,blue,2038807615016
27198193,go,6565803374630
95119538,mind,7530800117717
31634651,customer,9984963507945
40860919,culture,4019100177843
85891085,crime,6265543580802
84142430,walk,530947344453
10993914,can,1708150885952
76677286,throughout,6820946807713
19069408,memory,8199826878879
12643100,represent,5302848146840
84186102,there,5085201982847
12701317,believe,4046192918820
56474768,inside,1580287956452
30878631,town,6724808167291
24046756,name,3477601929891
47485437,oil,8767604533016
83904146,western,7300444844434
49606336,career,6407513962319
83214554,bad,1769778393358
66083685,exactly,7947291695322
24042832,off,9990570433838
54596378,religious,1326025573946
78130981,cell,4658012361616
62400678,recognize,7680860560298
50725442,section,2907541417398
57855045,design,3539510164117
80806109,specific,1927178699691
67203108,such,1527131549315
17291221,agreement,9960502390752
30898398,author,9561864185468
97886027,wide,5260879932199
22547737,letter,233631803138
60246094,energy,1715442646518
87783884,show,4383803681820
41574894,accept,1041834470494
86212885,person,6815826697190
49347952,morning,6868528684957
99916374,nothing,5878167784344
40513788,take,757522272575
69646487,describe,3823324738261
34509198,production,8888914298334
18058679,force,7031754751913
94603828,note,2626050372423
42791683,sing,7586957379148
52416078,focus,1444700572998
39045470,their,3139873100031
61091696,organization,9909317499799
20590977,ago,54187090168
45749307,rock,7263234737456
56680373,watch,8876432104079
48196624,their,859390962654
95499216,remember,7196089630072
74525977,purpose,5478718909478
26941738,short,7002722056859
83658326,work,5227349736785
61490440,when,8375446364681
27033132,north,7109505338768
32426036,miss,708340569635
70865586,tonight,8547977834614
82216370,quickly,8234468781042
97027658,article,6657328618750
73953421,even,8591546462682
28310669,gun,8136898776903
70802439,night,839872970271
66956155,animal,293648082121
26140230,weight,151541053897
62241118,new,2480495308613
51519699,level,4844787485769
39233264,your,1363928061647
77528353,me,338882525101
11017574,travel,3147728236349
70491147,operation,1970224215785
38974941,bag,61635218225
93633885,although,8048990416873
81255534,season,4696713566616
15996366,term,1315854590592
53946485,learn,5948973605050
49746260,you,3323467197518
15198072,interesting,906713151325
86485814,five,9831811008458
79812821,bad,409447268670
15903242,scene,9641778626054
54515140,go,839872970271
25851563,paper,3378674897910
34098238,memory,3326336388224
39643564,bad,1572439286658
25196619,machine,9140191149450
77475670,pay,9939720348188
34351256,least,6908262100099
98914324,policy,7528127503844
11557041,decide,1296755448575
70816283,factor,5566155615999
21707027,fight,8460907570283
89861561,with,4706327791236
69923924,space,5898412381564
74513662,door,9592750404433
69653694,interest,4166756827885
49544257,Mr,4641695421044
13323463,project,712634631369
66683451,firm,3192056688440
95486535,result,8294521361287
96230667,plan,8056886616260
38379022,wind,206515897174
92903672,evening,2688862410990
90516552,turn,1212844482656
57359955,traditional,5808706249460
53679487,place,1883351505417
43964189,this,4138425546049
78742897,perhaps,2924917063273
17672427,table,2578025692139
62277689,sell,8255347209577
72867315,including,5263676829871
43073815,teacher,2309592140346
7455359,job,3035971036649
19954388,scene,1042160668997
42040703,catch,5159192365035
81818907,talk,4274194449300
50247062,hundred,6080883451484
85821857,sea,2200253582442
38901459,owner,4707949476620
21295693,teach,2635464701379
35797271,building,4179569776771
33962629,summer,3588400293999
41017460,Republican,7879855992654
84186444,bit,8237838030098
55777960,arrive,1794846387160
85326856,four,8656847416671
28788535,important,9795627889569
72568090,trial,7023280967579
28780791,teacher,7959084122110
8831197,five,1575391968408
91551255,already,6538765449406
27739877,loss,7589045577393
83400892,able,8978602369760
58833157,gas,6262311843864
45978265,technology,6898922631400
39766012,bar,1825607438318
36461464,create,3636661825437
69950040,stay,3710124625335
15070943,product,6485372302704
75401363,believe,6379156798886
54386031,school,8591103751249
94625785,beyond,2924105531464
13817159,foreign,2960249174358
32490388,agent,9427419195260
65978954,behind,5511971524478
32637332,community,6844302539498
15933803,without,8380126776605
18057017,check,2954345823429
35947621,trip,6906748442750
21982632,campaign,3083660718687
82884244,hope,8421380362047
86087195,street,453770848519
89068412,close,2524987436369
2977485,detail,87424911306
1146917,clearly,6782769143128
39403039,bed,1432423863273
36208313,each,3842725514336
95031774,seek,3116529409417
86416087,democratic,9389599431495
63634958,popular,4897575121872
1873491,away,7293837273006
16501563,per,4138842683441
94606134,important,6048641828782
38986184,join,5493520815572
94795480,arrive,3810346326057
87431682,hit,141430680723
84805876,past,3478982608112
69978980,carry,9069280692408
90788852,born,1276855303746
91944584,election,1476812530191
73258844,none,1142129265710
10091040,lay,9990570433838
16954697,as,9622186580500
71906148,hair,1367800880898
12701317,without,6159775979425
61809570,detail,3136069718772
95427101,sense,9784229051025
28384018,head,6012169859526
35525116,our,5903398541101
21998675,discussion,8259840466580
62667194,six,6976943953631
87478895,often,9025620603707
91783123,indicate,5388176603486
42865554,sometimes,6517339068451
84119395,mission,3943799998510
72081760,point,9394798832081
42301911,bed,1681881414320
21453130,star,9219607083700
18306795,become,2464080114710
26456891,later,5862221499973
8912436,black,6900580700969
67427544,get,5389452141938
91884683,give,1783647736954
62691845,popular,9964519658253
71814084,strong,2259400713591
48951690,many,7447188399857
36232379,television,7508036122973
18871747,rule,1598668150118
45195418,this,8585350347671
19025049,tough,9845000772641
76454484,skin,5206059202140
79370306,data,232108008350
74882872,one,7192571183736
71959426,direction,3191754529599
70219784,carry,932245617729
31631568,manage,6749107070990
57202767,follow,2125718397992
14328626,suffer,108489177534
27089425,where,1968619430112
14598012,agree,8748485554352
95512569,power,2544165852093
92813400,big,7344303870358
47984701,magazine,938678628028
59498776,have,4561704023847
80249670,leader,1552980242264
35930605,song,1539087792902
981328,probably,3885183877107
8927608,example,5715275469918
4285587,itself,6907558633088
13513121,argue,7286391514182
15903242,small,7227410221693
84524720,way,3782035994450
37528347,conference,1878750840975
6769742,free,5948973605050
46217640,compare,3938725657785
95883338,month,2395106170747
22141327,fly,4626978932648
73656339,see,6103552513201
24622815,security,9725034547482
90889427,good,6407122111881
4539327,foreign,4306418572050
99276473,price,4198686344511
36945250,than,3424358834468
29529451,change,1265770308710
53885535,ok,1020675638762
34695033,color,2790774223421
1119999,realize,3179439041985
58117276,treat,9589683496255
10163646,even,886806995136
15378743,Democrat,9089418719743
10550465,democratic,3827304085051
45627246,rise,3203467543073
12960089,American,4137501333008
49004790,race,7149982857931
486768,also,3570490773907
73419559,buy,6245232819583
81981150,important,8967241093267
95025521,break,2737894377027
53212548,exactly,1632126899400
9244252,finally,3871773067235
13488370,plan,6328353510975
16280348,quality,1076654883397
85451332,television,696338135893
28876856,agree,4094748546047
64401379,hit,4903831079047
63165827,opportunity,1004807530935
27495980,car,2513972725355
87723107,along,1646117258978
89744165,wide,1469935551383
28200128,together,9875996742136
82552165,music,320182762591
30898398,suffer,9622186580500
45360896,deal,750189865826
86201948,from,2635760513095
75290239,tax,2291073061830
91259916,child,3203467543073
96584048,morning,5229513716541
23417010,better,4826656691090
64055325,west,7337837963433
8151720,my,8040445786871
42719739,reach,883574664917
65961083,fly,6184866525839
87155140,professional,3485969387539
94494308,prove,1277115487511
46779405,assume,2244682748168
32446120,single,3390972471978
20820337,leave,7670818596703
57366005,business,9612332134050
77531671,fund,4154862160875
27895622,born,8032213335231
91591040,lawyer,8296027660085
36906325,benefit,4217784490199
66700044,begin,6207976372041
18970259,life,6932616106442
52306571,human,45061138837
970430,size,4415401778406
28671713,choice,7294698119789
92994768,most,6991815081711
13246746,baby,3800591018444
17351698,necessary,162098591811
89068412,drop,6521534650126
93006474,until,8725771953805
74499928,newspaper,9116747549284
43274770,issue,148811415202
13917192,suddenly,1204408436933
71161162,right,130045131909
75625907,where,3635056519467
49633989,drug,7746584533589
50725882,report,8973364896744
76949791,life,9943673880899
76797921,open,2242979171671
57983433,police,6937202204572
243063,view,5810865313879
54218681,family,1076654883397
59937845,its,6372416296873
9566918,marriage,596041142268
36600559,positive,1937461140028
36004892,least,7282797853785
22075437,doctor,9960502390752
50071368,whether,558292798525
38507727,activity,9518317745894
45108594,feeling,7381047647244
46263347,glass,9304563978420
81287854,quite,4615221954849
78281484,serious,3718001458957
8982532,information,1207114426065
9180713,wind,682596907560
74031018,ready,8795848944574
58583007,fast,7859182046627
33033824,never,3285517162356
54066330,best,8138201687031
9157426,dark,6349486574430
97959164,can,4861758893546
21457424,person,7906736662664
55576392,manager,1274375664903
90687394,fire,5362971268625
81803636,blue,1503821635482
11322527,point,5486579494541
75533083,which,1253374706498
47642934,serve,7471819050928
32764530,today,8241400934178
81255534,simple,9557560255761
52880513,health,4673709769285
63848498,candidate,4054453867991
4624938,become,6385716226908
54645410,yet,7210980391351
34105789,control,8616796256390
86100343,quality,5102708344843
70715101,pay,7977583785463
37436285,organization,8824641422695
7533385,million,1196669554599
24815712,free,1972083454409
69867645,wrong,9227322380513
42649294,fish,6439327415720
67615762,wish,8606476289094
4310258,side,1432485565340
42579386,continue,6210737289398
72093552,significant,2924105531464
48028345,cause,8131192297442
57758228,push,5448284043563
98503857,kind,9421227805542
6892906,board,8540257825297
22605541,school,7767000748837
3872927,owner,760607291440
96861010,decision,5854631501081
15975676,shake,3544640176703
34867467,audience,9745253534209
51953201,plant,3342725858532
55897562,on,7690002924689
49697813,herself,6650138938579
10009633,art,4968756658046
71709687,represent,9698197924612
24431777,building,4153604788818
65646116,compare,3282897632140
27221004,school,4017102721696
48028345,career,238358182914
18869519,law,4861982966903
40438531,fill,8235859647679
56739934,important,6380179382034
1906417,serve,2121346945347
34264949,night,9675304888278
96067631,sea,425503706022
83645404,specific,8828402805425
73496746,wide,5377450126317
40192357,as,9705314791111
50103526,term,8088777975015
19136395,player,9568828913998
58494148,indeed,6825280957203
58967576,our,3698029149686
71377677,condition,6863213680225
60066327,be,1661635280768
40836338,new,7717106820867
79558721,office,2941490134682
120257,move,8634134593304
14752439,writer,470422192636
25001997,professional,2567863168275
14378294,her,1482222439016
27809545,worker,2679344235751
83841102,poor,8587748593480
34872223,leg,8643800235194
20028147,ability,7391055673930
60243612,tree,5553970913671
55094352,difference,625179432275
58458274,for,91504089325
19069408,while,5849351338082
96216134,fill,474551450746
6679812,edge,9887622887688
12874919,half,6643520874313
26646134,economic,4614172898391
26556471,name,1632757339624
89538606,indicate,5783203544005
30052225,indicate,7168390291549
94055239,special,7228860070512
555429,boy,2951416602234
96090528,onto,3020811208464
62730724,security,2648094435824
29944077,this,1577677762790
49710450,stand,5669224281290
25460615,throughout,148811415202
25458968,eye,9589683496255
32543292,never,276914278418
11694721,capital,8456954113449
9632085,rate,4828832687637
51873317,book,5654865544532
36409212,edge,6542565206993
15319109,look,9944621422722
92258153,remember,8065318960711
36009460,know,1259854452300
68002672,available,7705540633754
20095505,seven,9036684778303
80358062,market,5534077587255
28417710,us,4933664938801
12460124,carry,692077288447
31775731,cut,2953204962612
51499219,way,1160479620327
51308454,form,7912266521652
42991277,himself,9702811285537
67862864,leg,795533919135
17348949,leader,1324367615950
91291392,term,6238786624134
47703138,team,7075763875713
65747189,though,8659536370025
42633878,history,9153588371576
12195839,same,3183154239995
2337118,adult,7882568766034
10615598,those,8502058531068
89060772,partner,130045131909
24727164,PM,5505755314289
48068104,care,3150003175097
30841879,indicate,9383005624371
15933942,week,3203425642490
15433151,watch,1794846387160
8956395,crime,552427302388
44254935,finally,7135522512124
75054701,low,3905792209741
91857399,fight,7077226703145
53190213,kitchen,1449440712561
92069452,anything,3123949138062
63303921,employee,2856127691957
18755816,race,881907907253
63054712,mean,6773370557959
28402122,fast,606074237338
94926273,base,3164487055991
26034193,military,1377329916908
36960996,choose,3897296554884
82066188,commercial,8741154633973
70378201,rock,6588570710330
62673426,newspaper,5081491531241
72327304,imagine,749925206081
12151092,view,204056565710
90789356,event,9382308748369
26062731,trade,2800427411796
59208509,process,3905964852756
16961314,evening,8550975747277
53437015,wife,8799755794690
40264217,cultural,2660269506600
74586070,this,9421227805542
2667992,their,1296755448575
94859947,stock,7171536693101
15354985,certain,9456202909357
51971459,may,9384739692767
6627168,remember,9164130222598
56034987,role,6977886799909
43671191,letter,8299334727211
53087949,late,2724623086274
79606649,economy,1966585967044
94955301,front,400618123778
46696511,decide,4728351048299
48978430,speak,4135624563186
76023786,purpose,3742159120243
42964400,thought,4878037130061
80736458,compare,8008844633069
58437320,walk,4185696230430
68148907,theory,5081164557481
42110763,environmental,3904470092581
81164,without,4568699480010
48167409,event,4687688235899
84441526,enter,3277473394796
9698901,likely,355245220007
6222866,give,7075127412894
62739682,mouth,6016189260976
64152677,read,8252914750319
85063815,interest,4621771650192
84765347,court,4860851309481
59352631,Democrat,4672435673077
2633150,before,979449945773
47398434,do,18270916354
87478895,price,590070633586
79969112,record,8595133108401
79593368,body,2900970141671
96901477,line,1260555891553
67865889,that,3901741873304
64235175,senior,9640225855493
6924816,indicate,2369406366042
