idTitulo,Universidad
11983,2897548506122
96581,9313340956475
14483,4245641725200
12523,2267805490380
42826,2306671886019
51718,800026498586
72686,2124958138889
97193,9732198516696
86150,6131245930993
46793,596041142268
21203,6669087319614
8210,4263892601665
27972,4174986897660
4357,5174528039858
45511,8052160936968
40387,9689735058612
58908,1594751872885
10058,1190829459341
71324,6136211930636
71233,7458586505821
53486,3093302805898
81291,1842615008403
29334,4630917303575
14319,390482809020
8286,9664691034009
53886,1935293885776
73343,7700488167909
81863,2270519963123
76273,1076966211140
35377,7664984137480
8525,3305809862233
21258,615756747335
82236,8540076946156
12013,3182900103589
62320,1552980242264
63808,8727601580494
68350,4207783333070
54284,5980105358728
84096,6398156867471
30599,4275043085215
38363,1777663244824
30914,7242745054171
47377,345730084588
80179,4654930479379
66003,2443205251384
38099,7794909627457
26057,8297800347163
13956,1851047699208
17893,8107296559044
1032,5361199294346
33034,4758042881677
90470,8811764037453
76188,2092896385436
24342,6036614132637
72693,8659295571158
50462,5027735684127
15278,6676724451895
79520,9001938906270
11857,8993563394642
64575,4367570662825
52417,1468413598626
6012,2103556179459
20857,881534961841
45135,1351753194524
17628,1374309437522
85943,3576718986225
41173,840709809533
43421,9817444081408
31877,1540887087487
78921,2800843667308
21589,108489177534
33620,821670056065
55616,564215594486
95882,4652424743582
33426,3002008741665
90772,9063037278310
31353,1825676140320
24688,680052660867
23614,887398091560
40382,2775574927916
66427,6558106296969
18196,7442651053397
66673,5530281855826
41749,2706293092190
57616,5616885635281
57809,8577936285262
10808,6456486458393
74525,9274565171956
46956,8606476289094
99675,6838537195406
67071,6111371473853
53492,2483493270009
80461,2518028642463
49520,3793243906146
64957,5975953320716
51273,7235358865342
71375,9930612773603
31095,4615221954849
67304,9339650939783
92844,1831398286197
62561,8345701374229
81856,69150335344
79218,6747709306471
82387,8574522917481
82402,5218443959284
72798,8108188564806
26865,7112648914922
21887,7504964373786
37326,9853930009456
13473,9926273804457
49972,6758072091765
39622,3235112778448
73336,4603889705113
40959,9150062421450
70095,776189080002
10176,5978350647624
63759,6231427772095
7169,1069706632989
49482,1984826848821
3433,4963910206915
35927,8524987789866
87152,6489380626547
29078,9511975493571
62493,6827248136123
75219,949396507962
94748,3936681741518
3834,659059280296
79589,8350312677806
14198,5087984141912
72220,1724693017236
24810,3477563612744
75916,6526020908778
39139,3491538013416
6606,8636974015217
36829,6070155158814
99505,1961251663857
66332,5861336925209
53633,2890042262236
50864,9353768764291
97082,1085030669545
78958,8542555366177
64022,9906564447748
11402,5843903548975
76787,6939909004992
72226,5614208095227
32785,1265770308710
61760,9962130048502
68116,1315224751235
56878,5768488431554
68955,9486965772542
63245,3974634542912
33702,6908262100099
42419,6121135818831
35694,7869580695146
21062,6054252290113
35269,6975488075445
37719,4930143188180
66942,9382665687692
22551,8586738199477
74148,3486785001797
61120,5328803580694
44419,6049173189107
31370,982179249413
33395,6383096054521
54956,1937130686372
72847,7920149865295
54548,5780037276840
1173,3673926400389
69113,5958313418857
9746,5971059649361
30377,1387357287213
36800,631263229258
5749,8107016783683
57019,5694791098361
33449,7585027993022
24713,4585669813255
82593,8845968801996
52330,4709003449626
68390,1794846387160
87904,691566878304
69152,276220734305
32485,1316370671775
35888,7205279556561
24862,9186606155573
44177,7310766002350
13730,4738375938714
87384,9626465494605
78253,8945750852371
19409,8767668548633
86492,7810367990539
63583,2019184876947
68017,3999946333852
78829,6648268357649
65870,8240626770456
56183,1212832298893
68782,8210219755014
47538,2201420440489
35047,5370493636924
270,1453923364640
90042,5107477874282
42765,9428727871888
11887,9179560720979
99713,541874696662
5215,418119205713
2739,3479306233975
89930,6250480813912
94404,3440309053810
91413,8929859619980
66994,1761478201536
93261,471729886901
11940,4734868676037
13898,2366449979608
6838,684472023739
31659,166971654517
3232,1893128381069
71940,4897949279875
54504,6870391710158
32434,5489020978288
64690,4017102721696
2407,2191250337805
2717,6769821838515
4303,3778555765496
24577,9496017991314
52933,3528423694797
95422,304478176566
74199,4396530437620
69030,248301839532
35616,5444368466399
621,470422192636
35696,477073359012
21486,8111594139421
54465,761878990041
37774,2587919502003
83347,5662462517197
43329,2255168525351
99713,5044140750851
69114,1840967303532
79981,1160541835854
97144,7169613663063
11515,8585362671902
9037,4513532295258
28234,1681888581225
50921,1647977399271
76629,3043614002838
5033,9094539070552
2144,1281940230103
29273,2676645913881
3958,81910066563
12980,1970224215785
55198,7069293698572
77287,6964629087169
59368,3704616961146
45106,8499438662117
73247,1397350407490
72453,1280153414712
10423,6025291488588
94764,5894807996712
82210,8735796236564
96609,4701361318869
21985,1191955586363
24100,8975122793217
96561,6244965189919
16879,5589794429794
84856,9270641562781
53879,769203290391
75221,7212576331422
70586,7754962245446
85511,6864644800416
50951,7305896363206
15879,6210737289398
1661,5082825698026
24045,4226763647594
10107,9483296754730
21172,2479982648587
48088,3705996995791
95375,6245580717448
62824,2638987844773
54020,3982640392133
85500,2590781741874
83870,503932822384
98697,7758694285598
30044,2997605355908
77555,2694148629668
65024,8582153821020
85016,7381047647244
4573,9110910731799
46170,7912266521652
68922,7668422195683
13787,8302389159749
77013,1889687965487
84411,1777663244824
81520,7699775234987
22975,4274981325391
38965,5504758183130
84840,4493318022795
10743,7635015902321
71471,4254339001478
76925,9252489219091
93323,3806329933610
31198,7166734882726
97203,8977513931034
15828,2113915812687
1861,7831177336425
96689,83726430957
3809,5448185553459
52386,6442423564209
16576,5724911850501
44408,6587469624123
89713,3298033320420
8447,1972190703569
89957,4777106163443
51601,4534132688823
11336,5473971471734
97283,859390962654
17285,5987799128283
94118,6819944479108
43860,8223297774925
25161,5987799128283
2194,3241796616211
77514,8299334727211
44848,1927752386938
29273,5559832328221
26924,4995797254618
42526,257121522452
81819,7234096159592
50509,6733316379432
63529,9593816692789
1418,7253805929650
39265,2879125450869
96555,3058049875913
72893,4864083218621
14609,8625758066395
9925,1647977399271
93829,3116335460911
7699,1303160711481
97649,5936074791829
58190,4831000459639
69747,362039095541
3746,3285517162356
21629,2741652292447
94191,1589028347199
80299,4817547312258
7656,5326112454988
51645,2015366696602
48206,7499579414685
90002,8803059247064
97934,5112182503413
55058,5889808711354
60566,9178622083472
7898,3274383761718
48452,5177015391827
83809,8252914750319
73864,8258463369772
76724,567673725658
41395,4334544141245
19930,5800330118083
12458,2098395903652
67863,8763916538080
28214,4205077419641
38663,3150066349178
33265,9598991256189
2717,9620484843220
31973,6972433465068
60918,2763691629487
18951,7452816008161
20891,5246139763979
71197,9470441905551
92351,5906416227237
97279,6856660879627
44552,8896622227773
99593,8682187680074
15792,5493631106624
43937,4069455140472
57988,987100848034
80325,384365043454
12148,2540953325123
1492,6286775243669
58839,6746418226836
2162,6388571995859
44807,8191766331559
27602,9258607616537
84568,661178273702
27728,3578950432282
41483,849545198259
28648,6346791602113
29201,3715593136160
67046,7017951668490
97682,2313685851324
51207,3538399505872
31095,6726591203664
20526,5550571982563
49856,9344317687463
2350,1672741371071
17046,3694237395102
99809,9329807782548
65890,235786728211
33721,2922121582967
94921,4999091348406
1189,3769238097617
17172,1346479776801
38913,1972083454409
45165,6542835455944
58642,1047782282346
81276,6664842687210
21493,5398810424949
13118,9575939063983
55477,4872064043742
55063,2768648465162
8318,89754716774
88472,530205569940
93154,9234218712627
49930,5889808711354
13484,7785968026241
92007,8678553605360
8742,565509971460
95190,7050207851910
94591,7475801679751
28574,1341555096470
71079,1453593272872
78958,2763691629487
69333,1025349459564
86223,2781882976341
3713,615756747335
98383,4151437267744
68022,4014445845227
42187,6208754835508
3763,1307703981431
7432,9612406905822
80794,4760937014251
33105,2097956162981
34520,2895863436250
55812,8887831571423
68337,9351957847690
13123,9978952936128
87356,4138842683441
27201,5704564902631
4242,3702305371954
39433,5347242445836
76060,3702983155960
27918,4357139114139
40069,9006180247469
77566,9691949696894
20096,6256593876454
43119,6683821280619
56020,1355692806991
85122,9646710389804
90243,2205429926589
1536,9543584687342
86035,1883448715469
29198,8067676106230
94467,2700407010188
62069,9592750404433
54391,3311789239260
67488,9223343995533
13289,6373223386955
86209,1654399400962
69507,5653019161577
50562,5150583983330
86466,6548865729533
91341,3051957655433
44569,469170596281
5683,2986283598517
46620,9250725960381
93889,5189125773011
38363,3924563161742
73782,1809440991177
29620,4217784490199
95451,1900816106204
21985,9712906318421
52653,261610576408
77233,4121022463359
92042,8100184025888
11755,6681042303707
20096,4472795139668
59824,6110043718494
11945,125817390232
99135,7705540633754
94869,6041928020638
50699,803389990347
61549,9787039077666
94330,6628524664485
35603,6849059008522
74301,895504779353
14602,8806824890869
65816,6878055598020
90171,1681888581225
24216,5115005613831
3126,7793992560587
49720,931460509640
29039,8261196132826
98034,4760339425093
44572,3988855139061
21900,7197813932972
76971,9994913606392
47407,2940754713827
46571,7968235113500
23976,1663672152669
77859,2762806576177
99061,2763958229427
34931,8105754891907
86985,8740918956377
10010,9769021082297
97648,5508937583389
3741,4854709352591
4704,5870530017731
51078,739376399493
1572,9230839086850
38784,3506503855830
51955,9088398180412
17180,9928187917758
35047,7063251628385
4023,7021932399809
34198,375065084150
59715,3317115009177
6766,7561392158599
94725,1445708389946
63802,6548931494418
87455,1124860283507
59676,3597840771085
17301,7197813932972
34189,4277323086212
53026,7082145740768
79899,6396293863777
85399,434071329578
58573,5493520815572
94578,5902119058096
24971,5032700585255
510,7784439086639
85208,5572677145051
50443,9421925830091
19393,5964310849677
73996,8309545762201
93273,9937982732201
20987,2298046612704
30921,5101602294383
78075,630203470684
1578,6684073615928
47506,4228064234931
74938,8616796256390
84691,4013948166205
17732,4641695421044
35067,5746937313474
36482,3695213340781
76570,1147732492702
49447,4590200788358
85511,5451689567997
54093,6870290429205
77384,9602912556667
90212,4707148846552
29584,5001963611133
91406,7017602511934
75656,2043320734299
18337,675432714144
80409,2187792971311
57357,5211076453904
23236,101849675223
65554,4666699274381
73864,9196687159615
28633,1025349459564
20421,7206635522911
69895,1084876760260
25082,7381047647244
8972,9146617472753
46663,9917188291741
87544,1468413598626
52673,2457123588358
49432,7601439072851
69180,3563153419386
54446,2967114895976
50079,423401575190
36642,9107549158645
59535,2199426676422
29622,2143746861463
75326,8159477763429
60926,3993047991848
52951,9770820954794
63968,7510756212478
34434,3155286720427
1689,478258387363
5807,1093369737156
93857,6182635192487
11636,7049957538024
43551,2439834788171
92737,8038927647179
9925,991168839192
69579,5017934700735
47905,5383791523767
45135,7902542194936
11230,9822999330906
97868,1775569532931
98223,6408471392429
895,3154658046671
22252,5704564902631
11714,1824254089014
22399,3810870186533
52099,1869411268679
79282,9481036843793
8309,6102926166736
8856,5816815127974
72568,5950948947977
67344,6544577661546
57542,6275238029988
17658,5596557764707
85988,1942529945215
68086,8292293132591
6606,5815433534057
85211,9023417191474
55107,5568244519313
30728,2922892741860
6310,2372743196008
1316,8740918956377
34831,8040445786871
36075,8726927439749
76111,2899441631311
42863,3342725858532
8336,731844211148
89518,5177015391827
70092,7354878585891
35047,3152663513465
26690,4749557415027
20146,9524169909163
37950,5389452141938
82261,4934771967110
39500,5547066901100
61427,2435897266626
35507,2907583627756
65718,4668514831480
64763,6156827314155
83658,3925959055214
39332,7051505762566
29460,8019450267177
53057,4484172652057
43973,652969075369
99967,6343884901127
84705,2516736391425
91817,5480507816784
40607,8940455116787
61717,2998608336224
99809,7937856899565
81940,1727892793122
61711,9374394519640
30752,1069079496521
38663,4166756827885
7576,1216128540760
93996,101772170031
2068,4234365713871
55730,238429900730
75032,9555544992438
76601,5940724091292
96846,2009933842759
90531,2929336279665
78571,4275043085215
27764,6105659496536
69040,800674593282
70784,772012921660
81232,7069293698572
38590,9680731840268
7527,3305809862233
86892,7286391514182
26473,9653654776636
65728,1098570237628
3909,3987456888644
91606,2674369985505
3363,647701229080
81108,1400194353655
93411,9155932526855
12151,4091282290877
2627,1162896313848
18544,5196927490120
68167,1212844482656
55391,7559068308979
9814,5488865604134
72726,3472153956192
39295,8335702052361
52143,7374271265174
61502,4085997090725
27041,9452205145132
48168,1660312580748
23860,7248439468819
5052,8382416221091
43929,942840834379
11622,812088596641
71606,9006180247469
43799,1695686135510
43329,6907558633088
13215,2240483938544
98144,9310664124620
45240,3197624897916
66430,1357703012603
88450,5135414897093
94732,2289629707573
9071,1353588070235
9814,5587994451723
3321,9083211747270
3626,5338827175185
887,6315750974251
97933,3254283938743
47346,33244195231
58738,2198145119914
25542,8819188998440
65880,3716722113741
11291,2891553866472
1509,7848239493069
37034,7310766002350
92666,7261154731946
40483,6763022783579
95969,9403781666183
58110,2321377639490
39748,5545796600538
51561,6553780979044
90460,5492278613542
59247,8252261044452
44177,6750308027555
4220,6245580717448
66604,9016120337116
47224,2455485202169
19350,1438973418953
74778,1409971085236
95048,4004620440145
95610,656929023843
62478,1280153414712
82932,1691210544803
54395,7746770889244
64439,8054223791800
63112,3267531844996
96022,8795861786467
43802,6535721213069
98756,7188826555947
71594,7584928286202
33884,5229513716541
62493,3497827754801
97231,8806824890869
15431,7169613663063
10587,329935077051
86435,7069221415387
25861,9128157229823
36959,7788469061998
72028,2594623273091
93154,7651896292944
10072,3841940081862
7338,8305914551236
34527,9268270262961
33702,2510910264532
92658,7609440101429
61182,769203290391
68624,4527533724821
82255,5957570750277
25311,8373567937835
66979,8610081733187
89152,2219766643327
22872,8085556110126
91004,6597052220754
65256,3178350006522
13908,5717554372788
46974,5618178412645
90776,2894166977683
45673,3719550033096
8884,2849624560609
5277,1227392161831
96455,8042781779075
71444,83726430957
37623,877654047928
73573,7389454446359
6606,4337669588943
43793,7922242621466
25197,419410481482
46393,4552484349725
93326,91863910362
52464,3722363400042
89472,5129648953668
87640,5063689994681
88978,640300744412
12485,2628462567282
89020,2554258565815
71625,7757610667961
52096,3420494255140
95387,620008183663
98878,7838410111454
19614,9168267916749
36829,5633245694411
34865,3114366556326
45504,3334230884303
64823,1419761894534
53261,4534132688823
45094,656631984759
13209,2955837837477
58455,8789629756455
12512,7277501065496
58554,1541069198805
88554,9844543158015
23067,6169688713339
5033,6065220106680
42140,7952608082505
74841,9184419797900
23353,8166720000781
58225,2373187419383
93715,1512191931908
48194,6080883451484
16457,3363853798336
26948,4078748777446
23192,2172519949114
2206,5693294436601
82318,3424675519272
64513,2969703934830
33141,7326048099241
23779,1942536135694
43549,5694370512540
3012,8740495751765
60466,396358272496
14216,9478081538009
21782,7963496596271
1269,4916611218294
63744,2443482562402
77338,9944762465012
8336,7684139238006
70227,5826238979967
4941,3278040426373
45206,8812254212202
71997,3406461750191
29157,151541053897
95945,935845620363
55640,6193860095034
31504,4546010344063
29613,8533149286359
35752,5372143395236
33105,6693853018180
78075,794417554255
36778,1192381045867
42769,4293758795345
43869,5077717037012
99086,4881309837592
27814,4498133658014
52142,3546888055894
22500,9696098447502
68154,3679890668736
12959,7282797853785
89843,5756749029734
26851,8359441942041
23946,2701405561212
52468,321485496685
67360,8046089545687
49855,2672747523747
91832,9175869662539
53333,8740495751765
72563,8208711143765
42316,6194081159260
77225,605065286006
45909,8692987680073
38312,3036921676997
2672,5981201103023
94507,1142980055970
31301,1019061467507
93829,149397297106
60949,1883448715469
48056,45061138837
9159,6849059008522
38001,7837480319511
54049,2025607969993
11312,938678628028
18015,9999168388740
37840,6198349102233
49839,3229241081827
55740,3887691913768
16165,5720991759508
60132,2585756789388
19967,9085380158708
83029,9835911728382
9226,881512501934
96437,5920025429471
145,2778131766664
78105,1504404799661
81836,9183819534040
19422,2492996233597
90780,1326025573946
9580,6904300071649
22988,8741913537964
17460,7715730333795
87764,172773126942
61147,8744205385420
67700,2325312213542
39233,9838075856798
14234,1601143065519
88109,9536072146813
51640,3771778705350
98992,6661148176871
47408,2559283843076
34180,8271727229424
78943,1500669585879
8455,8587184134507
2774,9029197727214
69818,6676492697802
63529,8693871628014
35451,2826851976969
83324,8980398610887
26363,4539535903980
67241,9078415356547
96794,9730777864744
85297,2374112754763
57318,8740918956377
79888,9891046250325
74478,2028981559232
85055,7635015902321
30058,3944389402557
93234,5935996428677
83876,7007797280176
19690,545732703960
24442,9769021082297
63687,8795848944574
33583,8858429177119
36520,7884530730758
88586,8358835819729
26431,5987799128283
81010,8028473416125
94190,8628067376999
62895,5808706249460
6335,1444073636848
91892,9682137592148
52081,1659418685129
26419,1937130686372
35040,4572982761648
8917,9882324339146
72491,2195290019611
31744,2054381095134
96755,883075549707
66679,9900258041716
61381,7731316824489
78249,7395142086766
95501,769058849234
810,5672859274110
14243,1547016899608
96272,3649752571412
28811,442342663719
29570,9428797699369
21833,2890319932617
61043,6663441846592
87093,3302220571241
4474,7569130111190
27451,5618178412645
55030,2411819266672
27456,1432624768880
77138,5926201882140
94364,2310495866959
47495,9243511150627
15779,2907583627756
86082,108489177534
66491,9904749377549
12770,9552945512386
34630,9050130181739
80078,5862221499973
85332,1211212954371
4909,1051388765383
54728,9937023571566
81276,8161946498799
6226,4042057318055
92869,5707543729020
46380,870427049817
71171,8936051080798
4207,6386409184453
71014,3244724572650
28288,9790577750471
51347,342677011982
22975,630211258628
89919,8533149286359
47489,9479053184708
15186,409447268670
68845,4738375938714
57220,7697527821278
45514,4503210898071
93040,2738417830675
90998,4046192918820
74049,8877982867272
85040,2135819612931
3142,748902726337
98099,9035920302740
46322,5315039674313
3765,1022960497241
79239,6999005474343
13749,3724473868476
99938,2897905741556
14074,68407188846
59717,6681042303707
18932,9160013074795
8157,9175869662539
45893,7758483601857
16374,2053084995211
91265,8959856335676
26333,7562048609156
38317,5339594513088
58350,2513656057772
52653,6330844426839
2715,4720588315471
36161,5277688748848
40538,1081042904931
92432,7994993932412
97623,547406002518
93153,425503706022
73091,7816478329047
60704,3785446981445
2324,5793623654210
25027,6115004948787
56248,7799204731369
49482,2405144338361
64073,8474909528831
80636,6094114485330
59952,3086096014987
17250,9826117298666
89843,5013909549581
86240,2036647268424
79907,3589223287684
58994,4098620350782
57447,6636183172998
21912,1479116628545
36829,534775592018
89259,8207186682337
33940,5064372577214
44428,3821039123984
41893,7851388479400
3754,3178584144447
98118,1044851426667
55448,9944621422722
4661,8582153821020
60918,455075280786
94587,6442423564209
85511,4916611218294
71166,4474237680165
14752,1031509319252
28329,3073236234060
61640,7666507194089
89614,4214640591569
16745,8332230520161
32482,8942005812507
27241,3881917837938
63112,42691425860
59563,7590326082087
54116,7193578189215
6367,9124043239797
30820,1337828911844
83689,8577088838490
77426,6312815600200
54088,8839974915816
14507,8101725838062
32311,4400367933189
30471,1840967303532
21149,375065084150
39059,179386499389
64994,844664860934
42952,7589045577393
85453,9466831417101
36369,4568699480010
37999,9875561649996
731,1367800880898
61248,6547219074850
76038,975615876716
79348,2156284940163
94448,753359738536
81472,9887622887688
66452,2557181920980
92579,6819944479108
41751,2673501051199
21203,3413223819322
48265,8110699334864
96554,9058914076486
38312,7077301283589
46891,3550216116712
74363,9662500349525
22181,2854939847563
548,6730887079315
23241,2990752394522
45505,9405763154428
12175,7759582037301
11825,8239083333943
3190,9531108647888
76517,6357352963815
42756,7665301102597
89518,8565544514183
10857,6833609538507
29306,7049957538024
11279,842211276025
75325,9198730724798
54029,6280473064800
19475,6507528412605
76475,8563944259424
89819,7909054182271
97231,474503393917
89759,7061096345158
53127,5326049885738
13775,2028981559232
39647,4465385766882
46220,2706293092190
99732,3148963074506
70309,1143197182841
33591,4963910206915
88192,1842850445197
66914,6821944255278
73990,4225973905146
99308,4899648018520
5022,8261196132826
56874,2737561888923
30820,157565704544
2627,4430596076337
79483,121256576147
88450,5603998758394
88855,7088905952711
48505,5881593043909
91870,2086680937791
43802,5993343117830
6312,1625987339397
53486,7674566502318
28223,2688862410990
68938,4701361318869
62475,6959720576129
91395,3479306233975
99700,8388850373355
72389,9693253350139
39411,2207399257581
22866,8310028417009
23241,7326048099241
83345,5032700585255
73026,9163871040792
33399,1842774447651
57990,1414064245403
88406,6423046200993
37592,3155169053659
22310,8728358467998
59531,6502068360722
98712,7192571183736
88575,4910686565879
2878,2706293092190
51280,3923123836850
98550,5947755837014
87786,4675894161355
613,1783989626751
5845,328806958451
12650,5165646487797
54514,8746068686026
69952,544064925290
1040,2034984414913
31042,2646796533612
93601,3193678769319
93352,1983884647813
5705,3829400613163
35850,2742756922029
28732,6642525601704
8503,3418216981977
18336,3833686080850
27456,7078311409811
48421,9986304160493
87499,6064194503091
5589,5668464871744
