legajo,id_reunion
16059849,99262150
26898382,28936480
2575534,80000687
98647330,6766604
96367838,72688849
48361826,33487629
40271727,60623354
73623971,5111742
48392415,58130367
61430766,55806281
72516606,63511712
88376403,91462977
33007385,37455872
28373251,52989534
17469859,62421187
29321110,57675481
17562236,21287766
63094528,75421033
56846753,77657203
51013988,13851841
20867213,18900427
29078925,17190956
16059167,68702114
47090335,89174464
14790701,11751113
46886878,74793663
61586902,17314074
98849532,93834779
56724123,12487196
90645412,92884867
80388856,84473247
18367313,97506275
96918395,75871831
31314014,4866623
5731444,49725028
44938599,54722258
1988030,28261921
85560439,25384787
30867137,63356865
45999144,89006555
7471904,76329936
91407507,2375781
15844409,20502312
80108781,37606580
27446939,72422503
39628133,44086109
62645098,70276506
39781394,250847
35750579,28781768
65370511,59403887
36968313,5111742
1721630,22352633
54570680,2285555
29818749,16787069
2543759,8638498
675974,33402101
75382167,83584834
74483375,85183591
93891626,386072
52034943,20426153
52239942,17093197
62692973,56535210
71942767,73199763
46073343,66868128
54720531,38279389
14483551,80659045
21408395,67528709
33105539,52518734
13309161,64713933
55206179,94684024
35254345,21698358
95511018,97097528
20735147,69705902
66969166,412959
405768,55973931
54407096,6194693
68886948,92938205
86039455,18457833
42445249,84502931
27747672,98186237
2202434,12496436
14485312,66601202
93369511,66559219
54897823,89914418
57737928,19746545
84727794,93345653
81568413,74226104
29574224,48474343
6317726,52829138
89944180,77918303
47801787,18054589
55936913,76937169
30301257,11153681
12060267,31874366
58597594,65373171
1896301,19739308
1237657,16860938
5762921,41052178
18068919,31796029
80540394,12926638
3245997,69453872
55286228,96527894
85320841,80540648
9459840,51767556
33947607,28285041
77725457,26561566
76618963,22791283
32753649,68286265
59251292,17879308
52060973,7551241
57137712,76815119
74034564,72422503
22231532,25593168
38075933,22816492
74556812,32614931
17719658,3543715
57522328,53043511
50939666,71681566
844091,48197399
49538481,25137809
73474040,94063785
46234378,78733730
17057527,26398153
11366785,30410727
75854142,94680158
17066211,79501414
99134714,71361796
14195026,38279389
84741937,5509594
38084959,5111742
73619498,71874066
94523786,8717182
24219723,20290697
97484543,77491103
16715341,38702047
19842999,74170051
12583167,39172687
29372713,60526119
78798635,60296547
96831580,97526568
11627946,52518734
67486015,80659045
47840660,15724404
47568093,35836241
2270555,52927226
11896773,98843120
60399552,88521599
52754592,72334477
45853176,52977830
68441193,61425255
55224346,20330295
55023469,45885409
49172193,72519045
14400038,28261921
34510543,43300509
14024226,38177225
54016416,44271282
94194831,64736265
23992124,78035602
30556505,36901134
39962872,77060586
27436651,8458587
22887122,83046346
2295207,25736707
91586299,52862457
18092349,75253030
23466811,72372504
42155281,798346
67812787,91271319
89635544,71352670
38201597,54667153
47575234,50414559
10364283,18463338
97072210,1354630
31471325,85920754
57717963,97228049
2886939,3304422
2601662,412959
34695570,95255816
90052941,92542716
61946399,65271449
16358626,98139325
14784449,15418334
3254309,53302424
27792080,71681566
98751022,5752260
36845086,71681566
79694645,38811312
43030169,20290697
55300118,30650465
68326054,3423815
79016324,55284962
1356910,45469701
12521183,80747419
93978946,56563511
1374892,73939446
44297974,93908295
45874474,83557204
56922923,23330202
40201430,15307081
23016393,98186237
41090418,68372343
14421672,39263959
88422332,28320936
32397030,28054403
18373875,49417513
62312065,19420510
68629925,11942385
26565308,66821661
23599891,49369115
2727831,60826232
78050761,15492980
33402504,73958794
27458661,58154343
7629554,98978368
75814057,75753384
24873306,45885409
47477884,15583946
85858150,99959113
72713035,47116825
88605451,38918090
72905724,15418334
10281119,65112420
79535451,26292058
58344820,48151585
16608980,92248045
29149097,74955521
69843911,17093197
22826530,32346892
70111510,94680158
68078445,70540750
34571562,61221367
85066719,4902328
8151221,3809173
43783185,11942385
48937451,52146438
70266763,98115394
27494916,95126913
45966898,16045030
49406752,71674044
3052488,68652813
59349214,55515725
17711650,68286265
95958712,1024728
98472024,85288779
59345690,79568611
4583600,58256525
33633361,41163534
15160931,26212126
71254001,52421255
80494970,3453180
16087315,65419068
55529528,21624286
94466519,69382276
12033845,78509406
61323702,7986803
88927083,30669943
81848887,18758336
80597843,23602860
67240745,64877692
8056585,17061272
78677955,59697901
6557394,69105527
67073389,93969486
81489091,44409716
86255033,78942805
70393917,64579283
48279472,45546057
59921362,35499478
26578209,50958033
52652979,82114177
71566057,66505989
78316381,81073515
49499234,3787610
38258944,18463908
56885487,48663034
63594605,76735518
82170468,55709779
32636083,86485196
10635945,7266455
87594866,83867107
50957656,52146438
32942040,90867120
7372187,79501414
54634004,47685776
58068041,49884858
60404692,76390117
70473458,78077085
26593212,94204743
90087422,88406870
17849558,60018695
54035950,83482816
63565365,36007280
46489954,21249889
16827314,17247804
25755558,50364293
4960920,97097528
8904757,40801343
20443447,29248292
89895414,8638498
50082718,5434592
79469325,12489074
19531022,53199766
57715409,15456895
32442033,50087505
1503834,43872915
85668715,98312703
39528759,71198815
18454500,74102757
21677099,33817069
17382564,31102787
54148531,76913438
65107078,21207117
17090414,59130998
96328589,15239017
23065637,1788194
64501880,75337280
59005615,92234014
18136457,50278280
7975674,96714386
10173368,11457919
69682048,43689377
95275436,67979402
12509142,62839217
62520380,59913826
7542516,84848644
5096949,9633978
45392499,83206301
31206080,41621972
71922483,83837185
2363533,98421755
91359914,3304422
60180289,58452905
79351938,1778893
60144359,56180571
72102181,44497621
18550998,52575962
85676422,60826232
25552839,87657097
29420740,76992770
31992509,11174052
47033757,78509406
14517577,82164411
12829073,21085069
95212261,75602540
20581166,39253428
70760705,9611601
80952985,95424066
63076879,36486254
68565760,10163843
32993020,23838317
20403726,22458486
68739256,92284432
42593942,65222185
45561396,20640913
95938830,20426153
57565337,77060586
36052472,15354269
52995142,61611775
26068337,79957081
96382606,59050668
31682827,82646564
1976288,38030706
23095907,66601202
68405081,64758078
68109579,53081687
35141757,75320084
83781857,95577343
94562429,79782220
362938,25309338
95201803,59655153
40511278,23602860
37767732,66295616
53209859,17325916
79748238,22988595
37666581,2558505
85973661,54862848
866656,38929657
96537887,77256237
78361689,26097484
27304401,74793663
89061824,78940502
72881403,66527638
70249693,70042194
47955976,42967174
42575293,80576835
87335826,26901141
21089332,45024235
44051650,95946165
30141450,83388233
60961467,69684490
82150001,41479898
43834702,4902328
28474760,37662647
50910396,42471269
43480261,68702114
60796898,95582350
25973487,17665464
12864594,43064477
74319547,6344162
64462919,77918285
76909735,63666838
89635681,88503493
52322724,1443055
60282362,1822595
17646014,80652724
51184886,37744137
17223401,83062394
17444501,23828037
78925736,81972710
38282673,79556607
18915062,92284432
52396681,31679900
12277384,69437376
84532229,66527638
36833582,74728936
79559979,28781768
53291307,29808806
6161755,54779089
72809621,61407772
49091494,81422470
34620662,88792666
4566729,98186237
74587494,2375781
16018970,52575962
67702962,39385496
77249154,34462605
15484009,5204379
8142017,27537079
17230814,26292058
67176148,49498635
36785179,54158185
91035171,76919222
89668476,38030706
94201319,32557143
80407741,77887919
83061783,97112515
46759694,58328023
83378552,68702114
19728392,90980229
39201920,27319766
81256698,56734799
55669255,58077504
29212847,29595794
98190693,60844934
22629013,57985209
34461912,62438789
33012523,465909
76151760,85528213
94538626,92551609
62640594,7551241
62821065,68518825
82347916,56356001
54270331,93311363
19773488,90668241
91904469,29793048
86073895,3328087
70595929,91765930
47470238,54458939
35697927,4866623
49634834,7494994
50294600,61794199
47801030,26090851
78120807,14609425
81024209,42180528
4649053,58328023
24013572,49452216
25143085,86518098
97791004,21656534
90355982,52862457
30668309,27824173
98457137,53550968
1086251,21287766
59336754,85879515
73063161,72686450
75819334,89426821
47602094,83482816
31606880,87695801
93128532,93083091
98307148,83784301
56330310,23980315
4072011,65817446
22442416,45325240
97999401,74139338
17938352,72676602
34543506,29253628
85832030,42818680
62192453,86296887
86415808,85942417
24294365,16534278
18912262,97112515
20470406,16679967
74060953,31296159
38780373,27761169
24933132,80688651
98572587,24197856
48601310,16865846
28606931,47180330
57778557,27346919
833943,19201920
20338178,47689534
69544573,68286265
28254915,36486254
66167160,6246850
90322370,55271930
68670278,25564065
29049966,89169045
49770235,64148507
941062,83851276
28170226,72676602
17157661,11457919
66075551,49612735
44766970,44305754
67012319,83587025
931089,86296887
72467926,39154299
17625336,33387839
97245810,5728867
87042748,61298016
50784545,12344418
42656868,18758336
84878667,83206301
34501105,40057180
48285889,250847
78774037,58450440
93130672,27098402
9700125,11047027
39138162,86902260
40701803,69218927
18513467,85696361
95453120,58883436
93873886,54719824
52804342,85708571
79614232,68553816
99669267,5752260
8252958,28757606
71805944,9126352
76655143,19903341
57352382,26627455
26022119,22631042
44643593,22631042
13789875,53591567
96557813,39172687
51211039,55977985
47599575,74815634
75566514,5056410
87254452,33416392
55076507,78989221
50371043,6817047
1325104,83079442
60060525,3945973
24414555,54011291
89774435,41479898
23462092,61093546
20985038,19746545
44688801,25911974
83797118,78572404
27615470,40901056
47489379,1878045
72873324,97526568
52047548,61571534
38291195,34798456
7983107,20260974
24303737,60623354
23246880,34997929
650501,89996705
12535647,13290319
33859296,12287644
76657265,42471269
90725962,86597231
78696243,89508503
60419478,42252949
31049216,12455101
20820113,83482816
77747741,10142130
26462634,81073515
37544555,51992537
71679162,43609148
35258452,38030706
17207081,13638582
990652,90275365
14243521,95424066
57954150,45325240
34421739,53270406
56549375,31299951
21855373,48292078
83883827,44409716
13979035,61497243
49806652,10759511
59050349,96951198
37083461,97506275
89847032,56563511
89431526,94678317
92898452,42460548
31974830,69478792
35167671,75902888
69824476,44414671
66668034,53411553
71010003,99448977
6009812,98201435
18089338,66369232
33234631,15724404
7926876,71361796
7845096,59367786
35047251,90867120
41667625,62368077
66691811,3791506
31744697,68160690
49816404,20891619
66657271,31299951
81827377,19172317
42423480,30612088
78949805,643170
13315071,50364293
20655442,83587025
45267298,22317414
19663683,19420510
38812248,76974324
15073381,40292689
39297955,56535210
13494318,17548866
66222941,36948079
63524837,47463904
18016071,65208570
24522032,61724920
47238481,30490448
42956428,67290613
76533698,6766604
73043537,83584834
17556627,12865446
9859223,72688849
10646789,6796832
1173412,22352633
96581618,79058129
10796246,54953183
44278381,63648822
23009219,55508101
66689718,90180507
8783422,91289010
49566860,50278280
80700558,86271182
86640798,52880055
98309762,83211619
63290474,50494872
36023980,67979402
42129410,12455101
30875201,5558993
39170047,92453743
49583725,55806281
40736992,17271315
23871656,58447473
59199852,49956825
3331705,56272164
21145919,21999173
37144046,13547640
56285236,84323415
34560764,62395056
6811583,68986504
84388187,74336025
75465265,50757304
53191026,28757606
97120792,62117700
22772349,56652302
63458660,28320936
62695913,47444155
43385560,39465203
16336332,8505066
71139071,45225475
57765497,40292689
20156720,15646992
44751445,64703137
35470918,83046346
85653694,55046858
92842638,49514717
72342473,19402565
77066870,11288321
66986086,98115394
18093645,76735518
98959686,21744731
88010176,41043830
49467123,86503581
26569605,1630836
65481467,1536843
14230562,27762105
92274524,96135836
40320914,80330698
7700557,52862457
94335671,3632448
60993709,19201920
32001122,72519045
2248754,15583946
36255586,28733208
23894350,60279817
74193054,71289330
84840941,24383081
27670867,17367250
14941997,95169648
90106606,64877692
34498904,34486671
29952656,52636962
53002297,44086109
25961984,16679967
96415191,250847
34865668,643170
3778852,29618833
11926404,74970677
64321262,97526568
32332723,72676602
4148480,44271282
79172503,98312703
12255724,97576388
49595642,97521614
12413658,79434334
4446003,24007993
1636718,69767576
98932359,16045030
70563621,2558505
94540931,94680158
6689881,52115071
13561745,75320084
615896,88428377
83888405,65419068
21495987,75469856
45559037,5434592
73255,71831842
55190329,12431145
59992115,45003861
59244974,24356693
73299990,33011521
17341435,643170
55136526,17520958
96557176,79450610
59074770,84150969
67461185,2167249
59916710,39333397
86094918,52167351
724910,70209200
19721822,86517041
66466575,32689677
19025296,33349624
20017245,43441050
93508547,55673252
66841112,87925319
87091947,33305104
31790537,39423345
76071338,71329465
6896339,41594889
31348442,49676461
31624620,76735518
10089124,90761457
15881146,87657097
16895686,92931708
9990554,23602860
22948736,976080
49004761,1536843
76603579,50559291
95835958,92930704
95493625,58154343
83244397,44966382
84575452,72752136
16569792,43418855
38130684,35003975
58051954,99509397
15019526,27761169
98365185,65984954
39884401,34462605
16319724,66369232
82071658,58450440
35646680,93219049
93239963,22317414
79654217,37111817
93696029,63356865
12214627,59325955
43654276,83200917
14948330,39962048
40571228,99509397
1239431,15274682
76441840,38093744
27503559,18062253
38189824,71916285
37398675,85760430
57512631,80475798
70736072,41163534
2782828,60913750
30889420,41350804
24509850,17053963
761230,95126913
7684657,55977985
57120155,20260974
47398954,56161820
58709401,20067557
62705214,24950808
6959040,54377786
78853804,72749666
44063883,20754819
55927558,37076955
97137666,16787069
34628061,88350004
54658151,82921842
45163485,68980154
25510706,45717838
53278547,30122836
79419136,33011521
90041150,59270851
41304419,97685659
12424238,83062394
88341740,40226881
13580,38030706
74879832,51767556
79853855,5209262
81779600,70004148
41284376,83557204
73210199,78733730
13122396,53290302
62806065,29614662
59579846,69196266
71433266,11254641
93762087,57329667
92262047,50987152
49350747,95577343
13149501,5850683
26077248,77724775
65359853,98308189
83068630,75337280
95156278,28936480
35063449,90097391
558748,83851276
19619198,18900427
96527938,2630245
57404027,30897072
99788162,77898112
84086788,59052518
78028169,36804668
43201238,83200917
26309830,9633978
30732415,59655153
44404322,53591567
43534025,51404409
24267400,38093744
97994402,59655153
1451725,73617676
4323357,55503867
59768893,6249981
86267319,35021388
83592072,78733730
4231653,69105527
30279476,85892724
52851415,26761440
37387341,83609892
97856940,4889864
61697586,15547462
68171378,12095273
6449915,20034693
1798942,97741720
93532924,24769225
79421202,97889897
65680824,1972442
59723909,61497243
97119097,85708571
71038240,24768751
95051166,22222485
3566244,95582350
99571989,83094926
27889683,8458587
12496020,52575962
5804646,76385885
2559439,93869601
83127888,17606431
27867352,66139338
52681518,57558076
40690235,42764748
46145809,46317705
68402275,27098402
61435845,14464482
5926969,9873681
83667840,32056191
81625580,74747416
10118856,93476613
57054783,84575068
80847918,63350508
50099600,12725079
21172119,29882170
41444836,94809059
2955621,49522523
54095202,76398382
52097491,97573339
40596587,70521129
5839890,91257596
52436280,74728936
10168662,13307291
22166474,44216671
47395171,7726611
82280304,86633030
79841158,70276506
48394285,55046858
88931104,61222713
4431890,44883533
16148957,45966093
74611212,95836545
25513745,93969486
86289430,82634728
44774395,35134810
41860404,3377603
29700530,20067557
89341928,26212126
5949919,80754148
80207466,40791424
20447111,67086755
95528848,33349624
33464012,24243655
85370334,64896278
42022950,17446597
6162880,29508506
18471108,54814309
92494156,48769338
97947876,4180586
49668872,11543194
70528046,2616320
62879180,29921927
83206160,86906527
16842582,31287222
91827192,2415524
77670177,45197134
81744327,82991634
20460035,34486671
29488206,29017673
71787718,58130367
90692173,82624200
25412046,18404790
11247888,38177225
16310270,21386717
561953,346726
8744364,89006555
29829489,41030380
79503592,76881396
74055907,5447038
54224959,6683419
16577353,28285041
35908665,92218224
60824419,74168099
80684841,12095273
91269774,96962181
39081150,22870377
69042890,52624318
20949789,82634728
85147583,98115394
81961607,96527894
83721458,84575068
17109762,65159220
55103913,13792393
59305700,68286265
70239923,52115071
97051049,52924127
24249742,94795396
47711685,37046756
86463229,44968458
69325108,85942417
91625929,33034445
77926720,68358030
69352485,48148533
62075225,46749139
6137582,19172317
15550905,20034693
38476963,7494994
30214372,60263892
65620704,42872531
89813264,57169092
5298189,9658521
52425060,64713933
95606951,48574383
83920989,42377933
51561192,5728867
2523952,71098684
94530669,15456895
43870825,56641791
30244561,43444627
95929469,90168969
45849522,17538788
97270711,41954366
76831220,18459622
49039707,4794420
73273094,22703814
60066795,48151585
12594576,81073515
28422903,85183591
254091,29248292
53000790,83922445
480743,40901056
96606741,27934413
90015571,93869601
42588854,68372343
57734119,23498337
44677196,40869181
80310872,89426821
22662932,23498337
57253214,12166300
74229128,84980966
75450001,82082560
2865357,18044650
60821261,61611775
55671242,51404409
71022232,89544198
24545158,40130821
69536828,96256541
55757088,48676589
47835591,82211977
34449911,30490448
70288650,50958033
29486409,47614584
59898718,85892724
12379512,12784533
84595523,40294226
33615656,47988547
81696281,33349624
67518262,85766556
26943355,92931708
37228053,70816820
49146729,72752136
61912638,12653883
47027627,71361796
80318438,1024956
92314061,76937169
67776796,37816441
43028101,29430893
53609654,61567832
27404640,63237868
79737059,75278261
36784370,22804766
52157404,22548558
78063105,95169648
54255701,52575962
43287235,68088594
79617561,98287945
52172092,6251531
89970458,643170
75711141,44082284
85983281,22548558
12732669,65271449
80330529,8294503
91545907,24552411
14964992,71681566
752490,33579755
76624333,89174464
54268295,72758814
20621944,21699596
86413715,98978368
46445842,40801343
53068772,24992829
27690793,99830812
19485010,72334477
29916976,92218224
62375760,3454717
45610516,61627985
27670337,17446832
63220551,37111817
13498460,44409716
14372323,91762191
64339114,32614931
86181232,44497621
31762770,5317615
11509013,7383283
20161428,79545623
49217000,72572003
57953552,163636
21372829,54862848
12598327,60682195
74314010,38466036
75492469,32668302
60219023,52419377
47755921,48197399
20127825,37111817
89496518,75871831
60334644,34327427
73879016,58798570
20969235,12435656
11493684,40294728
78457525,66559219
39295195,17538788
81340478,50981719
98811549,69478792
97789287,50120894
25342658,19420510
33172524,74102757
67178174,82911260
27016023,20330295
63411019,58256525
82401486,9944653
71708087,23498337
70324889,74226104
99325765,33720350
46624589,36901134
1233006,93147522
56749033,27864339
67416684,56393953
81810600,14333070
47721655,95359181
33619117,38918090
13846459,60693598
65804396,62548648
93785788,59697901
26651270,11091858
5453688,11664634
74605913,49498635
21619754,4901546
68218595,36948079
91313221,47827910
71781609,56914451
88372201,70652061
32618043,93083091
45205592,4902328
94521658,90614305
34778800,65830955
4582880,2415524
42716291,92618038
34338276,56734799
61002017,27346919
35513661,12867092
95031563,39154299
17580101,56268292
79469510,72372504
10423163,39253428
88944412,35099761
54041802,32414836
40395982,94684024
63607170,29793048
45404094,97007385
67396430,54158185
7245193,2616320
75022487,23535783
83717791,82646564
24969181,83131241
7170782,89309723
66929025,93311363
77716330,30612088
72417627,34246050
87389321,17665464
85269296,34798456
40946062,11509179
92678021,73450357
37696398,38918090
75602263,25256525
28646853,18457833
73575231,5402514
17773231,30122836
71361313,95645583
60282791,30779251
50451910,14963479
98028217,73222831
93106517,13547640
57323015,3271987
69114796,72422503
6236368,29204785
17146356,90576481
34252380,21698358
47109106,21888510
52407565,44409716
17261255,58447473
60077347,10710636
87072617,41098209
71564092,30632599
58125568,15873274
38559361,42471269
2804910,89309723
73036376,71098684
92616687,25564065
60186547,80659045
75139659,1266933
48111060,4180586
61604917,15067528
84611426,47427431
64948382,30048364
8545346,90168969
17493639,92218224
44163714,72758814
88723044,73734496
62163138,86099959
31708093,44414671
48613123,5628434
63863400,90275365
29819693,70235187
16913213,17325916
95589385,24239502
24307483,83482816
73189032,26097484
87263416,66139338
69764792,50120894
68066546,90668241
4703027,891111
58455979,9052239
19779280,21729882
71593589,34327427
34995237,42826878
71757827,2500597
87257492,41393251
77434312,78900117
48179814,83046346
76607017,55031407
93897913,45280216
59508508,34994523
12374517,34927233
21826919,57062448
90388612,68372343
79290926,5091714
26864858,54331047
40622100,41038107
7551123,11047027
876472,91762191
6107677,64293066
62260027,58591601
60292976,93816371
67135020,22988595
16906543,49498635
78252762,10254944
22891572,49953989
93738707,32614931
79424096,5628434
7548729,82991634
25956557,51931134
77678790,40130821
22612638,86633030
57744566,37553685
85474429,81691506
21015122,16323326
85040469,28148976
48864356,21656534
54248911,33264638
34257615,20132227
9167213,20407971
1379969,50130633
70126692,92551609
71294464,84983744
39382487,34568614
10224668,22317414
10651771,64579283
10575503,45280216
33556495,11508744
1229662,14464482
13482213,68286265
85166198,63648822
91335367,93417731
69195001,59913826
40502633,29921927
98779500,18062253
78072667,82921842
55411364,77887919
69982342,95494667
98019219,5237773
264073,52866615
69757817,60623354
59474009,61998718
66876834,53618726
64385936,30003986
3266468,87690716
52251731,92720514
70171614,1465128
65541550,28533892
3392618,40801343
71972066,43064477
48042300,86915094
30577653,3377603
49963586,6246850
76807587,36901134
58968183,78572404
89469142,54458939
21508321,61567832
79756555,49012870
11492135,51814790
76962232,94115965
66412756,68319047
63019295,26568383
44561450,26195775
80171882,29548068
97941514,11751113
61455845,74747830
91948778,38093744
9858346,50247338
58434622,93345653
25305236,33378281
56005805,83388233
90452362,66139338
49441298,88078674
54604574,20811687
26775698,94723523
62933904,37396929
69127232,72572003
32214945,29018672
69750869,42366421
83804976,1972442
76139790,82768848
78522633,61571534
92435129,86786034
79714152,35306797
95540899,65796103
81354632,22801778
86225048,40971784
85692820,90742675
11922164,88721404
69271586,91828262
39512637,89508503
58537971,22735342
72372081,57985209
34978671,15646992
61297778,75871831
50564106,97741720
66628399,55964189
7762358,82646564
41010362,31796693
87522437,57262852
46161445,32900383
51218865,37816441
51262791,63350508
97127685,67238486
74353561,79058129
28037728,64758078
12543683,79957081
70151210,27530018
5399816,17674439
30778774,27283431
81176459,47180330
44308200,49281697
67531807,93417731
4798333,96962181
90563657,40522383
33509336,41098209
8594934,76398382
34580504,15067528
8654238,27393622
3969026,33817069
25757994,76735518
2963667,55220781
19815951,55709779
36915442,73734496
99649225,3945973
4819149,93834779
15611050,86905622
84664271,5329732
13348294,17271315
8121734,92720514
60052120,76669925
65648159,15456895
48169454,19168418
88272269,49471003
86284925,55646337
12132611,3486109
24376048,63356865
24451835,13330262
59740953,49465015
9105077,28200238
46135459,61998718
24728360,56677169
8075249,386072
99035515,22735342
60820144,17538788
93863030,70726709
73924113,3486109
92690555,72334477
74336782,42471269
31156231,22801778
26109226,29200580
39980189,59157868
58614999,8458587
75072250,96135836
85286309,37681823
31963574,95836545
53098249,86503581
83833361,70505309
16386666,84323415
19674774,93169480
18922637,80000687
10102624,17061272
28226528,52927226
79304999,72422503
25556486,54377786
46409103,72688849
44286978,85942417
53671423,85245599
39124028,3752181
96807027,74852244
1211931,11720470
90009548,76390117
13943440,97726131
68271815,21699596
52614863,95772474
96636987,88406870
29178704,18108013
33017635,49281697
2890029,74747830
21710422,76735518
59912026,3731066
47539579,24647322
77337843,94994871
34407828,40057180
77455919,85400360
13347719,73450357
80885693,29530109
71508877,5458225
93622455,51986210
76024058,53680302
9579212,37573784
13681713,80540648
47923796,96487320
28766069,34184210
65517230,85708571
98018163,24090439
73790285,98984228
35001160,78077085
66344869,91271319
93463601,15982213
14674367,16679967
91851012,39946493
39437716,2792659
46791786,44636812
51545022,69105527
84591379,24950808
34276636,39263959
42012046,69382276
9070326,37455872
19441299,23153789
11617833,71028107
29647218,54862848
3027780,71098684
19587994,17367250
97166209,214544
46829874,67238486
18752824,976080
30922329,51757975
41342325,10416151
74951780,3702852
56491579,59367786
98803434,16428564
86477207,75278261
88881221,5091714
28156168,93908295
74814019,2556830
61926766,78940502
56427703,64713933
18067747,54916617
6865862,19628602
28629563,9101298
86858386,54011291
39959373,94619590
63662574,44873998
83968015,54264025
32156126,90390324
17242469,71361796
58872806,97526568
41009850,20754819
25393377,24410721
33634829,66821661
71355540,77256237
42925614,10445336
74531187,65817446
56927307,90168969
7746055,86597231
68196422,19230073
50570070,84848644
44361120,17062445
65016683,27098402
64717436,44798186
50262330,49281697
60276909,40801343
46298999,96135836
48435149,1057788
31302088,29948309
60240152,98139325
43192939,76611561
77102644,70283028
21702189,71361796
34062258,47001410
12123465,3304422
64853090,16808052
38094123,85006176
40029464,96359854
50433908,35202397
12959754,90390324
97379688,35729471
93862591,91048754
83744264,55515725
70047960,19903341
98015380,86485196
36987320,95579287
9918089,65222185
83915085,70505309
41961267,59325955
25671883,86256296
21225552,27116772
44859498,1766237
41428198,61154876
83182964,65537012
84852309,64758078
74000063,35306797
32333692,29017673
84759032,7338123
7025158,81986032
37726245,49012870
32894210,33416392
2497724,17668018
25994543,20237337
90932118,22317414
77174812,82210109
98403817,42013890
71061338,44968458
8180577,83380513
10751228,29882170
65619377,1766237
61515783,36133537
96244369,44414671
43875619,83215126
42116594,68372343
58025022,22735342
6999319,45469701
44394376,27732562
30780887,1024728
50106602,28036091
81845089,22352633
31327865,45197134
75094565,21724797
71569305,70211334
83892642,10022631
19249354,53076963
36444912,59883883
10650046,38769484
44314822,35436735
4435093,75780535
74355515,56180571
87529896,169932
90159841,45695791
34379750,95772474
11627600,52989534
79271778,54953183
81583210,88015396
73807128,13638582
7659331,3377603
27570346,64229560
43720158,11153681
58928573,51986210
95904910,75902888
82035579,76329936
51034610,52781473
98640651,59348850
18690234,88428377
66234751,53302424
96961246,5111742
69665179,1878045
54500057,465909
66477215,37046756
92209193,67988216
46743568,12599373
5505072,11153681
41958733,1766237
94557226,88792666
69808724,17879308
15127693,82086315
77721924,16865846
12540906,60844934
64102071,38569800
48107734,76265686
34324694,29200580
74444273,55806281
47139579,67919669
46821352,83557204
29805641,79545623
56772188,20132227
13941427,22927275
15665477,6143129
40624538,27781171
81041099,5402514
94630247,3486109
77994538,69743728
85508023,49725028
2247182,61093546
65262754,12114644
894151,53577077
89267572,31874366
79615731,50739824
9615520,50130633
41251656,35679192
15590718,28800868
52359263,77997062
29602452,12095273
32990466,45764982
16062259,18294788
31313864,15764408
64416319,41621972
29497519,1024956
44463488,5434592
31550425,76735518
94600719,44841955
73357065,92931708
41980997,18095297
96784117,68179855
80762442,25823026
33949603,29512812
60111913,40057180
91236427,2167249
18189634,43879349
60741887,24950808
71516019,43418855
13749533,61154876
34649397,86902260
13253178,55271930
58126297,47444155
37575945,81955389
63040588,98643709
34457448,88792666
20089412,95169648
73167273,97576388
27545385,60857071
28261820,77768146
48641090,64461019
42587049,88406870
77256567,45462994
17240572,69158699
19965218,14139384
39948861,62021292
19093388,43501458
4706117,35099761
73011943,6251531
