legajo,id_domicilio,tipo
79582138,1713983,Particular
47787850,1468839,Particular
15759177,43554415,Particular
20293073,57962407,Laboral
21245272,72014898,Laboral
40419388,3327872,Laboral
86102855,95908126,Particular
80438363,21832064,Particular
63551678,22252842,Laboral
4384576,73857741,Particular
74016937,74235971,Laboral
46743318,75523868,Particular
6472712,62208800,Particular
76915953,46269927,Particular
9781012,76025171,Laboral
47390702,2283213,Laboral
63367720,32025513,Laboral
71295183,12867325,Laboral
40975184,26783518,Particular
847426,87660276,Particular
89029414,67111239,Particular
13328837,35768870,Particular
67760378,506075,Particular
99039946,84881564,Laboral
70212712,26734510,Particular
6990139,43396344,Particular
47309114,63508251,Particular
61666379,66764659,Laboral
96870862,94820024,Particular
70696745,52547507,Laboral
97914867,76382880,Laboral
47415849,74996575,Laboral
46961547,48137075,Particular
18689419,59923245,Laboral
54942412,63871490,Particular
32768269,2060661,Particular
68977041,59459362,Laboral
74296350,86675405,Particular
40605179,46767865,Laboral
52726264,87244253,Laboral
29278320,38286393,Particular
86538058,94819712,Particular
14426984,18846874,Particular
59713182,45420120,Laboral
69682160,54387410,Particular
47711848,37428290,Particular
7502503,19435850,Particular
77730093,61131537,Particular
81048411,74239298,Particular
33267619,17776598,Laboral
7204170,28263710,Laboral
3514503,12736659,Laboral
11316479,65698838,Laboral
73244879,62503327,Particular
99385140,57974548,Particular
24636355,78825711,Particular
17709982,87880633,Laboral
44115243,37760353,Particular
97370211,82521345,Particular
56985567,79861273,Laboral
59489127,77066201,Laboral
26119328,35489136,Particular
39517687,56144931,Particular
48624476,75197179,Laboral
93993693,74452004,Particular
71569572,93822505,Laboral
36251496,99186261,Particular
44155271,86441985,Particular
25873277,31777945,Particular
95151482,72196889,Laboral
57875284,50474006,Particular
58638529,62044899,Laboral
41295380,3385593,Laboral
60676112,3506694,Laboral
67688899,34515304,Laboral
32139670,12095258,Particular
55466822,98796499,Laboral
91595622,28105507,Laboral
40348946,2526041,Particular
66887128,12328904,Particular
6486523,65856918,Particular
9496838,68286027,Laboral
11040886,81039639,Particular
91480319,80851804,Laboral
99634087,66118846,Particular
89108688,722706,Laboral
64991637,68321512,Laboral
93924132,66980921,Particular
33632916,36214142,Particular
73363115,54616690,Particular
91416882,82497318,Laboral
98055732,3351955,Particular
86433185,77723318,Laboral
58328346,56164497,Laboral
58203525,15585243,Particular
43878829,82871131,Particular
1283108,99471435,Particular
22967748,19145834,Laboral
37826133,92611715,Particular
33638365,24225879,Laboral
77715013,13657191,Laboral
86763835,67434175,Laboral
20172202,51308693,Laboral
72350259,38954769,Laboral
99093265,12397615,Particular
82880003,18379549,Particular
11712038,37508920,Laboral
72799067,94515918,Particular
91296350,53382956,Particular
99235099,60220685,Laboral
80394950,31373165,Laboral
79372464,6918123,Laboral
81412669,27404392,Laboral
73895628,64929993,Particular
92864728,16097310,Particular
11297770,64486371,Laboral
30214613,68386724,Laboral
45326788,98230291,Particular
11781832,99174985,Laboral
87156374,84603486,Laboral
49264417,1518527,Laboral
11099173,42727715,Particular
7181318,95632712,Laboral
39899607,46118130,Laboral
57765497,18949290,Laboral
16224340,5753744,Laboral
38203250,12677640,Laboral
58894885,16630877,Laboral
23019417,53712102,Particular
44439356,14473670,Laboral
87692787,61865111,Laboral
94189045,67961805,Particular
81013700,45707866,Particular
83136705,45056854,Laboral
85518459,57195232,Particular
79765984,44105800,Laboral
53594066,99599764,Laboral
71907083,7857096,Particular
75474435,83512586,Laboral
94976581,31259125,Particular
77582307,77705716,Particular
80949507,99965003,Laboral
96256467,73978285,Particular
54512879,23274091,Laboral
24841268,83576957,Particular
63506633,20506486,Laboral
26119078,13333076,Particular
4880862,47232,Particular
17304509,57759637,Particular
83079499,45832123,Particular
74612677,89310326,Particular
97125890,40304403,Laboral
63816713,8051903,Particular
97062014,75904994,Particular
6851445,14088644,Laboral
28218956,34640248,Laboral
8501585,90405108,Particular
46193544,61425185,Particular
9711268,87368322,Laboral
48781211,76815163,Particular
56465922,1166873,Laboral
37852476,11501182,Particular
92384328,75366310,Particular
56638049,17041605,Particular
83123164,27958425,Laboral
70831296,77928317,Particular
12640815,63393057,Laboral
91727236,93774523,Laboral
31417690,96192869,Particular
91748241,21275804,Laboral
18276798,95277076,Particular
75910306,50793442,Laboral
34192909,22332037,Particular
74974966,40410024,Laboral
46985799,9616624,Particular
92785820,83606410,Particular
66856037,64759525,Particular
19805027,28207614,Particular
44884107,84910667,Particular
43799279,55228174,Particular
28261820,74890420,Particular
25067903,19528792,Laboral
76386725,83434821,Laboral
76574204,72883220,Laboral
67457929,25607192,Laboral
72831370,10925307,Laboral
60054487,36135103,Particular
99832366,3868148,Particular
20940568,30547350,Laboral
52761894,35692971,Laboral
28269576,18501490,Particular
17444311,95377615,Laboral
78604118,2065965,Particular
5637153,4874942,Particular
29735235,83106173,Particular
26630402,39769715,Particular
23676070,71653424,Laboral
2586301,70469440,Particular
56169134,14728039,Particular
31113451,60617366,Laboral
16236023,16428289,Particular
91716909,59996713,Laboral
57040753,34760169,Particular
61297405,85745146,Laboral
67725839,95359534,Particular
56697358,23826319,Particular
81721447,82607865,Particular
85005521,63008450,Laboral
29732411,81700158,Laboral
51029775,44398101,Laboral
9672491,44648658,Particular
32065294,52169969,Laboral
92201185,40050565,Laboral
13067705,78058223,Particular
33269760,92353379,Laboral
97233636,47633014,Laboral
1229662,51204664,Particular
45679689,27377839,Laboral
17354301,85235968,Laboral
65074121,97565121,Particular
21233298,46528174,Laboral
1573867,96064645,Particular
18832324,87493322,Laboral
36725282,10535194,Particular
46382276,7557508,Particular
57745042,66407535,Particular
70442933,90033178,Laboral
56959879,38104443,Particular
73940275,3203758,Particular
61216151,21333358,Particular
10539642,78598913,Laboral
74879832,82915169,Laboral
45637542,26650520,Particular
19769130,89790114,Laboral
6705812,81986907,Laboral
39593016,20230869,Particular
2300151,80226320,Particular
9710836,37524583,Laboral
18775705,66045966,Particular
73113894,36349199,Laboral
85532645,24906204,Particular
49807504,63301797,Laboral
64597050,98726112,Particular
54691955,11626128,Laboral
31550425,89960705,Particular
16116407,9948198,Particular
81381145,479377,Particular
57344742,70774050,Particular
58934919,37129506,Particular
80222265,50409755,Laboral
70869455,70045125,Particular
39924781,41983306,Particular
96140439,78128601,Laboral
18777439,54095245,Laboral
94108377,62027987,Laboral
58010103,29727321,Laboral
95559513,95378334,Particular
57939907,21649524,Laboral
61142149,87956519,Particular
33068067,8001159,Particular
32252031,51422402,Laboral
52638201,77870522,Particular
26068337,44013189,Particular
50215644,46902353,Particular
91044929,24702547,Particular
57772321,29068086,Laboral
95330818,45119675,Laboral
61314328,5294819,Particular
80596856,91085203,Laboral
67854245,23914289,Particular
59811068,70471265,Particular
72210458,71228301,Particular
17506825,71227062,Laboral
21898877,13333076,Laboral
7844084,62437739,Particular
36699947,66368308,Laboral
96144191,91983261,Laboral
87872708,88476892,Laboral
42888737,84474951,Laboral
48551596,96830785,Particular
92834799,84238860,Laboral
44519957,6028460,Particular
47598816,2922826,Laboral
15777069,57950826,Laboral
77969855,52162845,Laboral
30095851,44515186,Laboral
38008912,66465449,Laboral
32192176,4015671,Laboral
75315417,94928255,Particular
41155378,96765752,Particular
60572355,71996069,Particular
91004418,64321876,Particular
82390731,18675323,Particular
40971175,36558898,Particular
50997332,24742558,Particular
55160108,14684017,Particular
97596874,93050695,Particular
3497750,20010038,Laboral
14122147,11914466,Particular
85480652,8623163,Laboral
82029968,79247357,Particular
19299724,3449048,Particular
89481786,66189139,Laboral
38036331,13234892,Laboral
38755611,1254693,Laboral
98604258,1799432,Particular
60607847,33974502,Particular
75784127,59659518,Laboral
19667332,55046104,Laboral
25946568,16528895,Particular
57123148,1310071,Particular
40502956,7315955,Laboral
66554737,21873039,Particular
60541019,58152466,Laboral
22540117,99215672,Laboral
11334818,72090146,Particular
73707589,98630962,Laboral
67917849,31364263,Particular
28339181,22520624,Laboral
41244448,93071449,Laboral
1211931,69985027,Particular
85208304,74056263,Particular
29892048,16191367,Particular
52615872,70238214,Particular
60921444,11598401,Laboral
77651764,96317381,Particular
30218849,43948139,Laboral
41638554,28757726,Particular
65658848,48114357,Laboral
14535234,45226193,Particular
57557324,34820835,Particular
68381564,44623067,Particular
31712124,92218895,Particular
29694142,35580430,Particular
47013431,91991671,Laboral
21650569,4886863,Laboral
57475960,53912609,Laboral
69776423,46441017,Laboral
69082800,68415697,Laboral
78856815,48777402,Particular
78578879,27407732,Laboral
42113911,88293667,Laboral
92114438,46052768,Laboral
1259492,8169754,Particular
53202676,26976123,Particular
52427449,71134983,Particular
69006306,49670415,Particular
48576992,16575292,Laboral
18042681,19700721,Particular
16685671,1040471,Laboral
25663381,17033421,Particular
40153566,31410151,Particular
96844075,90821087,Laboral
30881691,54718540,Particular
86007909,65390674,Particular
55087221,45174527,Laboral
37558797,70743268,Particular
28854738,76773485,Laboral
46367306,4271911,Laboral
73250169,54868123,Particular
46864439,69410368,Laboral
65579220,36943414,Laboral
71607466,56206812,Laboral
94513898,12605334,Laboral
22518391,12689516,Laboral
67259237,80015735,Particular
22164429,33888339,Particular
60212940,69754110,Particular
19590567,89164087,Particular
59921467,90394108,Particular
96439916,49359968,Laboral
97839254,89808993,Laboral
31216830,45350081,Particular
87789021,90608735,Particular
28186801,62668677,Particular
44604050,59380679,Laboral
29482342,83421775,Laboral
24785991,79643669,Laboral
16079926,18204240,Particular
31723646,6807383,Laboral
71131872,65901337,Laboral
80046008,93222669,Particular
92690555,66737339,Particular
89916322,49470861,Particular
21125159,76205784,Particular
55529823,28976989,Laboral
92599047,10730636,Laboral
35912456,96486445,Particular
39058836,67195934,Laboral
25768599,24690799,Laboral
37048971,93222669,Particular
63598748,23636463,Particular
53879282,7066282,Laboral
90675480,68078858,Particular
13367475,72367298,Laboral
12938054,99344210,Laboral
3991933,83777263,Laboral
72952832,56870777,Laboral
2120759,91113008,Laboral
4410102,31984880,Particular
50252475,73602998,Particular
56269786,3600260,Particular
28782361,48330597,Laboral
20328948,78402955,Laboral
44687062,57665746,Laboral
48155195,40402945,Particular
98401604,12654153,Particular
33039589,39496446,Laboral
14485312,4044994,Particular
76655143,72834995,Particular
64093170,40731992,Particular
76373123,51225806,Laboral
53855026,17911665,Laboral
65332382,60033750,Particular
26286207,2933419,Particular
66876834,99404624,Particular
5552450,53929751,Particular
46923726,74857675,Particular
45956725,25099508,Particular
57765497,30831673,Laboral
47144558,45921414,Laboral
16276277,74351719,Particular
80578317,47389324,Laboral
58068525,20016527,Laboral
88931104,78598913,Particular
84360103,78862449,Particular
59701816,14482773,Laboral
9536128,60595073,Laboral
17734861,57641180,Particular
45665086,39455368,Particular
76701735,29030442,Particular
60799771,36918068,Laboral
74472044,18880486,Particular
77337843,42381091,Laboral
65332382,32254619,Particular
89447022,72796526,Particular
14241423,30674505,Laboral
19109470,56611905,Laboral
97326896,31773609,Particular
41676790,66984377,Particular
53389148,87592321,Laboral
81036804,86581634,Laboral
1246379,25252373,Laboral
70977858,10250430,Laboral
78322481,61082455,Laboral
21765440,46038805,Particular
3311473,45707866,Particular
59724262,79310852,Particular
30731819,73258203,Laboral
5633152,87413260,Laboral
96127626,89585775,Laboral
18054038,21527565,Particular
50059709,29102284,Particular
4616762,1535795,Particular
60109161,15654841,Particular
77424551,58337091,Laboral
65491794,59886027,Particular
77364274,52877222,Laboral
66291689,97292638,Laboral
67011554,64745219,Particular
53140119,73727671,Laboral
95564404,41685896,Laboral
7890676,67967022,Laboral
29172740,40464444,Laboral
83606173,93267372,Laboral
65439143,32284798,Particular
22583388,88582277,Laboral
45613460,66887281,Laboral
93176582,65406565,Particular
44368370,12591902,Laboral
3957364,75017605,Laboral
18717105,83312428,Laboral
22583388,87511569,Particular
51484320,6833834,Laboral
66459874,58923876,Laboral
2400982,70642912,Laboral
20954726,11915379,Particular
28793674,95401787,Laboral
97253829,34495817,Particular
18887757,15393189,Particular
22931294,21000492,Particular
80330529,92022403,Particular
46069798,17693946,Laboral
34383812,86883209,Laboral
15009809,3617517,Particular
53601910,10461526,Particular
11543102,69591708,Laboral
50664363,22528338,Laboral
37558797,92067528,Particular
74251814,35466538,Particular
91684270,3598149,Particular
70546541,69785554,Particular
86284925,80820099,Particular
77088834,85884568,Laboral
69879829,58350249,Laboral
26497855,97471511,Particular
56854370,57307243,Particular
93114425,37617656,Laboral
45167640,42808911,Particular
22822166,28180674,Particular
95331515,28084011,Particular
26163896,48750041,Particular
33825666,23024929,Particular
70686539,74506341,Particular
26262189,91838040,Particular
86901813,75236653,Particular
1563724,6722061,Particular
9130212,26632441,Particular
91043855,74193504,Laboral
32131245,68047365,Particular
99965534,23204046,Particular
17009679,99362206,Laboral
24020131,10911055,Particular
10944019,70417453,Particular
3422897,51937030,Laboral
99525629,80312218,Laboral
63532175,84484258,Particular
77618713,25665050,Laboral
99893261,26629847,Particular
24548718,95629057,Particular
49949201,6515943,Particular
89800089,61989925,Laboral
65473801,82116365,Laboral
49837805,96174814,Particular
59870557,72303784,Laboral
1413316,63873305,Particular
90276500,31469997,Particular
99815103,20300474,Particular
78196006,11009306,Particular
46073343,54201327,Laboral
69114796,88498972,Particular
83680271,59510671,Laboral
62926708,32203047,Particular
55996212,31546629,Particular
32207875,23833823,Particular
38996498,12106808,Laboral
11650309,68999501,Particular
94215167,82875339,Laboral
7693379,91936076,Particular
50858260,99698243,Laboral
56494126,46505449,Particular
42492641,63023118,Particular
4078526,30786901,Laboral
93441285,16630877,Particular
48837205,38801857,Particular
81093537,58096012,Particular
45684698,70786895,Particular
26389442,74830838,Particular
42882597,55543133,Particular
66405777,13018224,Laboral
8671275,22173943,Laboral
62063556,94147635,Laboral
32234434,14635341,Particular
96467315,89696934,Particular
88175543,79667939,Laboral
41165286,65354258,Particular
25378737,38291035,Particular
75462224,10459233,Particular
96066337,54841449,Laboral
91473742,90055196,Particular
59176195,64141595,Laboral
51089712,79760029,Particular
52404319,17983301,Particular
77870219,59680487,Laboral
21527942,48697125,Laboral
4733307,92099208,Particular
1621213,42463440,Laboral
42656219,85419925,Particular
93141617,24890700,Laboral
96134919,37276983,Laboral
67953745,20672979,Particular
9999129,58134864,Laboral
50825791,83692464,Laboral
47241656,52125684,Particular
61134277,89387196,Particular
90076856,51041911,Particular
57396850,53220393,Laboral
10726826,26486260,Particular
92735374,38636306,Particular
26303127,83058771,Laboral
58571639,31797569,Particular
46730566,59345049,Particular
50861694,82696341,Laboral
19088471,87176610,Laboral
40873528,73761016,Laboral
74429432,8924550,Laboral
9418592,7520846,Laboral
54952451,33780397,Particular
3962830,95486552,Particular
92638669,87231452,Particular
34213959,77571833,Laboral
42964710,34528255,Laboral
77366974,44830396,Laboral
25240236,4184071,Particular
53714133,35952350,Laboral
39377221,13516691,Laboral
71862394,36261920,Particular
62497619,16803681,Laboral
41050504,4328959,Laboral
45744101,34592308,Particular
75765855,71391730,Laboral
67478256,38198010,Particular
66415423,35883499,Laboral
50331979,13539216,Particular
72161063,7570713,Laboral
2225153,48394299,Laboral
79856381,55909769,Particular
62991754,23865851,Laboral
60415537,9359604,Laboral
24811048,75916922,Particular
95490348,87704583,Particular
75602263,94995611,Particular
38588974,48833765,Particular
59319446,47043287,Laboral
51867356,44511979,Laboral
21002684,34660381,Particular
31383166,72064868,Laboral
56446940,70328713,Laboral
86491957,76730521,Particular
45365278,36397974,Particular
86236683,46355132,Particular
